geometry,objectid,id,name,telephone,address,address2,city,state,zip,zipp4,county,fips,directions,emergtitle,emergtel,emergext,contdate,conthow,geodate,geohow,hsipthemes,naicscode,naicsdescr,geolinkid,x,y,st_vendor,st_version,geoprec,phoneloc,qc_qa,website,fcode,gnis_id,source,govt_level,tot_staff,spec_equip,sdr
POINT (-85.9765643385 32.9280394547),1635,11614841,TALLAPOOSA COUNTY HEALTH DEPARTMENT,256-329-0531,2078 SPORTPLEX BOULEVARD,,ALEXANDER CITY,AL,35010,4472,TALLAPOOSA,01123,,,,,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,105290222,-85.976564,32.928039,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-87.0737486824 31.1242082771),1636,11614863,ESCAMBIA COUNTY HEALTH DEPARTMENT,251-867-5765,1115 AZALEA PLACE,,BREWTON,AL,36426,1325,ESCAMBIA,01053,,,,,2009-12-10T00:00:00.000Z,PHONE,2009-12-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,124539408,-87.073749,31.124208,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.ADPH.ORG/ESCAMBIA/,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-85.9856966709 34.0030092923),1637,11614804,ETOWAH COUNTY HEALTH DEPARTMENT,256-547-6311,709 EAST BROAD STREET,,GADSDEN,AL,35903,2452,ETOWAH,01055,,,,,2009-12-10T00:00:00.000Z,PHONE,2009-12-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,104921431,-85.985697,34.003009,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-83.1088163255 29.6258834223),1638,11616354,DIXIE COUNTY HEALTH DEPARTMENT,352-498-1360,149 NORTHEAST 241ST STREET,,CROSS CITY,FL,32628,,DIXIE,12029,,,,,2009-12-09T00:00:00.000Z,PHONE,2009-12-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,745943882,-83.108816,29.625883,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.DOH.STATE.FL.US/CHDDIXIE/INDEX.HTML,80028,,FLDOHOEO,LOCAL,0,,t
POINT (-83.1855921554 30.056868537),1639,11616388,LAFAYETTE COUNTY HEALTH DEPARTMENT,386-294-1321,140 SOUTHWEST VIRGINIA CIRCLE,,MAYO,FL,32066,4064,LAFAYETTE,12067,,,,,2009-11-23T00:00:00.000Z,PHONE,2009-11-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,772028180,-83.185592,30.056869,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.DOH.STATE.FL.US/CHDLAFAYETTE/OUTREACH/OUTREACH.HTM,80028,,FLDOHOEO,LOCAL,0,,t
POINT (-85.2368631736 30.7868145313),1640,11616386,JACKSON COUNTY HEALTH DEPARTMENT,850-526-2412,3045 4TH STREET,,MARIANNA,FL,32446,2126,JACKSON,12063,,,,,2009-12-09T00:00:00.000Z,PHONE,2009-12-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,105842328,-85.236863,30.786814,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.DOH.STATE.FL.US/CHDJACKSON/,80028,,FLDOHOEO,LOCAL,0,,t
POINT (-91.4942151442 34.9771315068),1641,11616491,PRAIRIE COUNTY HEALTH DEPARTMENT,870-256-4430,204 MAIN STREET,,DES ARC,AR,72040,,PRAIRIE,05117,,,,,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,18116127,-91.494215,34.977131,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HEALTHYARKANSAS.COM/UNITS/SES.PHP#PRAIRIE,80028,,ARGIO/ARDOH,LOCAL,0,,t
POINT (-88.1841040687 32.6028885741),1642,11614848,SUMTER COUNTY HEALTH DEPARTMENT,205-652-7972,1121 NORTH WASHINGTON STREET,,LIVINGSTON,AL,35470,,SUMTER,01119,,,,,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,124583352,-88.184104,32.602889,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.ADPH.ORG/SUMTER/,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-86.4651931747 33.9575535733),1643,11614832,BLOUNT COUNTY HEALTH DEPARTMENT,205-274-2120,1001 LINCOLN AVENUE,,ONEONTA,AL,35121,2533,BLOUNT,01009,,,,,2009-12-07T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,105039052,-86.465193,33.957554,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-89.5508383752 31.6430049756),1644,11614926,COVINGTON COUNTY HEALTH DEPARTMENT,601-765-4291,600 SOUTH ARRINGTON AVENUE,,COLLINS,MS,39428,,COVINGTON,28031,,,,,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,99367484,-89.550838,31.643005,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-88.8320704163 33.4548964828),1645,11614954,MISSISSIPPI STATE HEALTH DEPARTMENT DISTRICT 4 OFFICE,662-323-7313,732 WHITFIELD STREET,,STARKVILLE,MS,39759,3125,OKTIBBEHA,28105,,,,,2009-12-07T00:00:00.000Z,PHONE,2009-12-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,HEALTH PROGRAM ADMINISTRATION,114391876,-88.83207,33.454896,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,"HTTP://MSDH.MS.GOV/MSDHSITE/_STATIC/19,872,166.HTML",80028,,TECHNIGRAPHICS,STATE,0,,t
POINT (-89.4468550068 34.7649895749),1646,11614882,MARSHALL COUNTY HEALTH DEPARTMENT,662-252-4621,225 SOUTH MARKET STREET,,HOLLY SPRINGS,MS,38635,3028,MARSHALL,28093,,,,,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,99243918,-89.446855,34.76499,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,
POINT (-89.1091814941 32.4446124984),1647,11614922,NEWTON COUNTY HEALTH DEPARTMENT,601-635-2337,15776 STATE HIGHWAY 15 NORTH,,DECATUR,MS,39327,,NEWTON,28101,,,,,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,99173191,-89.109182,32.444612,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,
POINT (-82.295449115 29.649207314),1648,11616355,ALACHUA COUNTY HEALTH DEPARTMENT,352-334-7900,224 SOUTHEAST 24TH STREET,,GAINESVILLE,FL,32641,7516,ALACHUA,12001,,,,,2009-12-09T00:00:00.000Z,PHONE,2009-12-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,769285443,-82.295449,29.649207,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.DOH.STATE.FL.US/CHDALACHUA/,80028,,FLDOHOEO,LOCAL,0,,t
POINT (-91.2318637774 31.9182689831),1649,11614400,TENSAS COMMUNITY HEALTH UNIT,318-766-3515,1115 LEVEE STREET,,SAINT JOSEPH,LA,71366,,TENSAS,22107,,,,,2009-11-23T00:00:00.000Z,PHONE,2009-11-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,99549694,-91.231864,31.918269,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,
POINT (-89.9181218581 33.5227667468),1650,11614947,CARROLL COUNTY HEALTH DEPARTMENT,662-237-9224,STATE HIGHWAY 17,,NORTH CARROLLTON,MS,38947,,CARROLL,28015,,,,,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,99217960,-89.918122,33.522767,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-82.1288839454 30.2719852705),1651,11616356,BAKER COUNTY HEALTH DEPARTMENT,904-259-6291,480 WEST LOWDER STREET,,MACCLENNY,FL,32063,2664,BAKER,12003,,,,,2009-12-09T00:00:00.000Z,PHONE,2009-12-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,119031928,-82.128884,30.271985,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.BAKERCOUNTYHEALTH.ORG/,80028,,FLDOHOEO,LOCAL,0,,t
POINT (-85.6667922556 30.1669964331),1652,11616357,BAY COUNTY HEALTH DEPARTMENT,850-872-4455,597 WEST 11TH STREET,,PANAMA CITY,FL,32401,2330,BAY,12005,,,,,2009-12-09T00:00:00.000Z,PHONE,2009-12-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,134913102,-85.666792,30.166996,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.DOH.STATE.FL.US/CHD/BAY/INDEX.HTML,80028,,FLDOHOEO,LOCAL,0,,t
POINT (-85.7168837585 32.1459379715),1653,11614852,BULLOCK COUNTY HEALTH DEPARTMENT,334-738-3030,103 CONECUH AVENUE WEST,,UNION SPRINGS,AL,36089,1317,BULLOCK,01011,,,,,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,705621356,-85.716884,32.145938,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.ADPH.ORG/BULLOCK/,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-85.8242709844 33.691217267),1654,11614837,CALHOUN COUNTY HEALTH DEPARTMENT,256-237-7523,3400 MCCLELLAN BOULEVARD,,ANNISTON,AL,36201,2128,CALHOUN,01015,,,,,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,127141328,-85.824271,33.691217,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-86.9690832484 31.4301438319),1655,11614861,CONECUH COUNTY HEALTH DEPARTMENT,251-578-1952,102 WILD AVENUE,,EVERGREEN,AL,36401,2622,CONECUH,01035,,,,,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,118768214,-86.969083,31.430144,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.ADPH.ORG/CONECUH/,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-89.990852687 34.8127601897),1656,11614907,DESOTO COUNTY HEALTH DEPARTMENT,662-429-9814,3212 STATE HIGHWAY 51 SOUTH,"HERNANDO OFFICE, SUITE A",HERNANDO,MS,38632,,DE SOTO,28033,,,,,2009-11-25T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,38802876,-89.990853,34.81276,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.DESOTOMS.COM/DEPARTMENTS/HEALTH-AND-HUMAN-SERVICES/HEALTH-DEPARTMENT,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-82.251830347 31.3017440162),1657,11615409,PIERCE COUNTY HEALTH DEPARTMENT,912-449-2032,715 WARE STREET,,BLACKSHEAR,GA,31516,1723,PIERCE,13229,,,,,2009-12-10T00:00:00.000Z,PHONE,2009-12-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,123701728,-82.25183,31.301744,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.SEHDPH.ORG/PIERCE-COUNTY.HTM,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-82.3421524718 32.2038459933),1658,11615414,TOOMBS COUNTY HEALTH DEPARTMENT,912-526-8108,714 NORTHWEST BROAD STREET,,LYONS,GA,30436,,TOOMBS,13279,,,,,2009-12-11T00:00:00.000Z,PHONE,2009-12-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,109010190,-82.342152,32.203846,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.SEHDPH.ORG/TOOMBS-COUNTY.HTM,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-84.9786994849 32.4837960308),1659,11615449,WEST CENTRAL HEALTH DISTRICT,706-321-6157,2100 COMER AVENUE,,COLUMBUS,GA,31904,8725,MUSCOGEE,13215,,,,,2009-12-10T00:00:00.000Z,PHONE,2009-12-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,105279045,-84.9787,32.483796,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.COLUMBUSHEALTH.COM/INDEX.CFM,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-84.4364144338 31.759356019),1660,11615432,TERRELL COUNTY HEALTH DEPARTMENT,229-995-8435,969 FORRESTER DRIVE SOUTHEAST,,DAWSON,GA,39842,2106,TERRELL,13273,,,,,2009-12-10T00:00:00.000Z,PHONE,2009-12-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,133499954,-84.436414,31.759356,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://RTN.DARTON.EDU/PHIRN/DISTRICTS/TERRELL/-TERRELL.HTM,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-88.6500809739 33.6056761784),1661,11614958,CLAY COUNTY HEALTH DEPARTMENT,662-494-4514,138 SOUTH DIVISION STREET,,WEST POINT,MS,39773,2904,CLAY,28025,,,,,2009-12-15T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,99156949,-88.650081,33.605676,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-89.1141098377 30.8446902657),1662,11614904,STONE COUNTY HEALTH DEPARTMENT,601-928-5293,1510 CENTRAL AVENUE EAST,,WIGGINS,MS,39577,,STONE,28131,,,,,2009-12-18T00:00:00.000Z,PHONE,2009-12-18T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,126651212,-89.11411,30.84469,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-91.0695561176 31.7033828325),1663,11614938,JEFFERSON COUNTY HEALTH DEPARTMENT,601-786-3061,700 MAIN STREET,,FAYETTE,MS,39069,,JEFFERSON,28063,,,,,2009-12-22T00:00:00.000Z,PHONE,2009-12-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,126651331,-91.069556,31.703383,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-89.7395860342 33.4915590314),1664,11614951,MONTGOMERY COUNTY HEALTH DEPARTMENT,662-283-3655,707 ALBERTA DRIVE,,WINONA,MS,38967,1538,MONTGOMERY,28097,,,,,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,126370254,-89.739586,33.491559,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-88.5378954928 34.67858609),1665,11614884,PRENTISS COUNTY HEALTH DEPARTMENT,662-728-3518,615 EAST PARKER DRIVE,,BOONEVILLE,MS,38829,5519,PRENTISS,28117,,,,,2009-12-17T00:00:00.000Z,PHONE,2009-12-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,99781336,-88.537896,34.678586,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-88.8185982855 33.460949226),1666,11614962,OKTIBBEHA COUNTY HEALTH DEPARTMENT,662-323-4565,203 YEATES STREET,,STARKVILLE,MS,39759,3245,OKTIBBEHA,28105,,,,,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,126399878,-88.818598,33.460949,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-90.269832567 34.2594251381),1667,11614910,QUITMAN COUNTY HEALTH DEPARTMENT,662-326-2861,235 CHESTNUT STREET,,MARKS,MS,38646,1212,QUITMAN,28119,,,,,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,99259002,-90.269833,34.259425,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-84.7378850372 31.1745235106),1668,11615425,MILLER COUNTY HEALTH DEPARTMENT,229-758-3344,250 WEST PINE STREET,,COLQUITT,GA,39837,3532,MILLER,13201,,,,,2009-12-10T00:00:00.000Z,PHONE,2009-12-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,104827795,-84.737885,31.174523,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,
POINT (-83.412641287 33.866376988),1669,11615361,OCONEE COUNTY HEALTH DEPARTMENT,706-769-3983,1060 EXPERIMENT STATION ROAD,,WATKINSVILLE,GA,30677,5323,OCONEE,13219,,,,,2009-12-10T00:00:00.000Z,PHONE,2009-12-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,105380575,-83.412641,33.866377,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://PUBLICHEALTHATHENS.COM/OCONEE_COUNTY.HTM,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-83.7006335334 33.7717215567),1670,11615363,WALTON COUNTY HEALTH DEPARTMENT,770-207-4125,1404 SOUTH MADISON AVENUE,,MONROE,GA,30655,2816,WALTON,13297,,,,,2009-12-11T00:00:00.000Z,PHONE,2009-12-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,104646392,-83.700633,33.771722,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://PUBLICHEALTHATHENS.COM/WALTON_COUNTY.HTM,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-84.4119380022 34.4555458747),1671,11615351,PICKENS COUNTY HEALTH DEPARTMENT,706-253-2821,60 HEALTH WAY,,JASPER,GA,30143,1912,PICKENS,13227,,,,,2009-12-10T00:00:00.000Z,PHONE,2009-12-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,778570176,-84.411938,34.455546,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.NGHD.ORG/PICKENSHEALTH/,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-83.3142880678 34.5816240035),1672,11615324,STEPHENS COUNTY HEALTH DEPARTMENT,706-282-4507,64 NORTH BOULEVARD,,TOCCOA,GA,30577,,STEPHENS,13257,,,,,2009-12-10T00:00:00.000Z,PHONE,2009-12-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,104585733,-83.314288,34.581624,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.PHDISTRICT2.ORG/STEPHENSCOUNTY.HTM,80028,,TECHNIGRAPHICS,LOCAL,0,,t
