geometry,objectid,id,name,address,city,state,zip,zip4,telephone,type,status,population,county,countyfips,country,latitude,longitude,naics_code,naics_desc,source,sourcedate,val_method,val_date,website,state_id,alt_name,st_fips,owner,ttl_staff,beds,trauma,helipad
POINT (-95.291036881 32.33835568),8722,0054075711,EAST TEXAS MEDICAL CENTER SPECIALTY HOSPITAL,"1000 SOUTH BECKHAM AVENUE,5TH FLOOR",TYLER,TX,75711,NOT AVAILABLE,(903) 596-3004,LONG TERM CARE,OPEN,36,SMITH,48423,USA,32.338356,-95.291037,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.etmc.org,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,36,NOT AVAILABLE,NOT AVAILABLE
POINT (-95.290850021 32.342627431),8723,0054275701,TYLER CONTINUE CARE HOSPITAL,"800 EAST DAWSON,4TH FLOOR",TYLER,TX,75701,NOT AVAILABLE,(903) 531-4943,LONG TERM CARE,OPEN,51,SMITH,48423,USA,32.342627,-95.29085,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://www.continuecare.org,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,51,NOT AVAILABLE,Y
POINT (-96.998838048 28.807982684),8724,0054977901,PAM SPECIALTY HOSPITAL OF VICTORIA SOUTH,"506 EAST SAN ANTONIO STREET,3RD FL",VICTORIA,TX,77901,NOT AVAILABLE,(361) 575-1445,LONG TERM CARE,OPEN,23,VICTORIA,48469,USA,28.807983,-96.998838,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://www.warmsprings.org/our-facilities/hospitals/post-acute-medical-specialty-hospital-victoria/,NOT AVAILABLE,TRIUMPH HOSPITAL VICTORIA,48,PROPRIETARY,-999,23,NOT AVAILABLE,NOT AVAILABLE
POINT (-97.021961071 28.85499709),8725,0055077904,PAM SPECIALTY HOSPITAL OF VICTORIA NORTH,102 MEDICAL DRIVE,VICTORIA,TX,77904,NOT AVAILABLE,(361) 576-6200,LONG TERM CARE,OPEN,26,VICTORIA,48469,USA,28.854997,-97.021961,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.warmsprings.org/our-facilities/hospitals/post-acute-medical-specialty-hospital-victoria/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,26,NOT AVAILABLE,Y
POINT (-95.129829307 29.537405498),8726,0055877598,CORNERSTONE HOSPITAL OF HOUSTON - CLEAR LAKE,709 MEDICAL CENTER BOULEVARD,WEBSTER,TX,77598,NOT AVAILABLE,(281) 332-3322,LONG TERM CARE,OPEN,74,HARRIS,48201,USA,29.537405,-95.129829,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://www.chghospitals.com/webster/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,74,NOT AVAILABLE,NOT AVAILABLE
POINT (-96.848837491 32.818967222),8727,0057875235,WILLIAM P. CLEMENTS JR. UNIVERSITY HOSPITAL,"6161 HARRY HINES BOULEVARD,SUITE 100",DALLAS,TX,75235,NOT AVAILABLE,(214) 633-5555,LONG TERM CARE,OPEN,460,DALLAS,48113,USA,32.818967,-96.848837,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://www.utswmedicine.org/hospitals-clinics/clements/,NOT AVAILABLE,NOT AVAILABLE,48,GOVERNMENT - STATE,-999,460,NOT AVAILABLE,NOT AVAILABLE
POINT (-96.862038472 32.832581169),8728,0058775235,PROMISE HOSPITAL OF DALLAS,7955 HARRY HINES BOULEVARD,DALLAS,TX,75235,NOT AVAILABLE,(214) 637-0000,LONG TERM CARE,OPEN,66,DALLAS,48113,USA,32.832581,-96.862038,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.promise-dallas.com/,NOT AVAILABLE,TEXAS SPECIALTY HOSPITAL AT DALLAS,48,PROPRIETARY,-999,66,NOT AVAILABLE,NOT AVAILABLE
POINT (-96.705837673 32.834486623),8729,0058975218,KINDRED HOSPITAL - WHITE ROCK,"9440 POPPY DRIVE,5TH FLOOR SOUTH",DALLAS,TX,75218,NOT AVAILABLE,(214) 324-6730,LONG TERM CARE,OPEN,25,DALLAS,48113,USA,32.834487,-96.705838,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.khwhiterock.com,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,25,NOT AVAILABLE,NOT AVAILABLE
POINT (-106.433794967 31.771501197),8730,0136979905,EL PASO CHILDREN'S HOSPITAL,4845 ALAMEDA AVENUE,EL PASO,TX,79905,NOT AVAILABLE,(915) 242-8600,CHILDREN,OPEN,122,EL PASO,48141,USA,31.771501,-106.433795,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,122,NOT AVAILABLE,NOT AVAILABLE
POINT (-97.145237984 32.9571804),8731,0137276092,METHODIST SOUTHLAKE HOSPITAL,421 EAST HIGHWAY 114,SOUTHLAKE,TX,76092,NOT AVAILABLE,(817) 865-4400,GENERAL ACUTE CARE,OPEN,54,TARRANT,48439,USA,32.95718,-97.145238,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,https://methodistsouthlake.com/,NOT AVAILABLE,FOREST PARK MEDICAL CENTER SOUTHLAKE,48,PROPRIETARY,-999,54,NOT AVAILABLE,NOT AVAILABLE
POINT (-102.13505488 32.004363207),8732,0135179703,CONTINUECARE HOSPITAL OF MIDLAND,"4214 ANDREWS HIGHWAY,SUITE 320",MIDLAND,TX,79703,NOT AVAILABLE,(432) 221-1111,LONG TERM CARE,OPEN,29,MIDLAND,48329,USA,32.004363,-102.135055,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://continuecare.org/midland/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,29,NOT AVAILABLE,NOT AVAILABLE
POINT (-95.382505155 29.7186698),8733,0135377004,CORNERSTONE HOSPITAL - MEDICAL CENTER,"2001 HERMANN DRIVE,SUITE 100",HOUSTON,TX,77004,NOT AVAILABLE,(832) 649-6200,LONG TERM CARE,OPEN,35,HARRIS,48201,USA,29.71867,-95.382505,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.chghospitals.com/medcenter/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,35,NOT AVAILABLE,NOT AVAILABLE
POINT (-95.40800378 29.867380186),8734,0136877076,KINDRED HOSPITAL NORTH HOUSTON,7407 NORTH FREEWAY,HOUSTON,TX,77076,2999,NOT AVAILABLE,LONG TERM CARE,CLOSED,-999,HARRIS,48201,USA,29.86738,-95.408004,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,www.khnorthhouston.com,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,-999,NOT AVAILABLE,NOT AVAILABLE
POINT (-97.399292715 31.118284925),8735,0139976502,BAYLOR SCOTT & WHITE CONTINUING CARE HOSPITAL,546 KEGLEY ROAD,TEMPLE,TX,76502,4069,(254) 215-0900,LONG TERM CARE,OPEN,50,BELL,48027,USA,31.118285,-97.399293,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.sw.org/location/temple-cch,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,50,NOT AVAILABLE,N
POINT (-96.883478935 32.644652962),8736,0143475115,VIBRA SPECIALTY HOSPITAL,2700 WALKER WAY,DE SOTO,TX,75115,2088,(972) 298-1100,LONG TERM CARE,OPEN,40,DALLAS,48113,USA,32.644653,-96.883479,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.vibrahealthcare.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,40,NOT AVAILABLE,NOT AVAILABLE
POINT (-94.047341588 33.429085486),8737,0072375501,PAM SPECIALTY HOSPITAL OF TEXARKANA SOUTH,"1000 PINE STREET,6TH FLOOR",TEXARKANA,TX,75501,NOT AVAILABLE,(903) 798-7600,LONG TERM CARE,OPEN,19,BOWIE,48037,USA,33.429085,-94.047342,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.warmsprings.org/our-facilities/hospitals/post-acute-medical-specialty-hospital-texarkana-south/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,19,NOT AVAILABLE,NOT AVAILABLE
POINT (-97.509889213 25.973809343),8738,0072978520,"SOLARA HOSPITAL HARLINGEN, BROWNSVILLE CAMPUS",333 LORENALY DRIVE,BROWNSVILLE,TX,78520,NOT AVAILABLE,(956) 546-0808,LONG TERM CARE,OPEN,41,CAMERON,48061,USA,25.973809,-97.509889,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.chghospitals.com/brownsville/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,41,NOT AVAILABLE,NOT AVAILABLE
POINT (-96.780290405 32.79026509),8739,0074575246,SELECT SPECIALTY HOSPITAL - DALLAS (DOWNTOWN),"3500 GASTON AVENUE,3RD AND 4TH FLOOR",DALLAS,TX,75246,NOT AVAILABLE,(972) 227-0093,LONG TERM CARE,OPEN,46,DALLAS,48113,USA,32.790265,-96.78029,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://dallasdowntown.selectspecialtyhospitals.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,46,NOT AVAILABLE,NOT AVAILABLE
POINT (-96.661377454 32.919342669),8740,0074675042,SELECT SPECIALTY HOSPITAL - DALLAS (GARLAND),"2300 MARIE CURIE,3W & 3E FLOORS",GARLAND,TX,75042,NOT AVAILABLE,(469) 334-0853,LONG TERM CARE,OPEN,40,DALLAS,48113,USA,32.919343,-96.661377,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://dallasgarland.selectspecialtyhospitals.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,40,NOT AVAILABLE,NOT AVAILABLE
POINT (-96.727119837 32.974138068),8741,0074875080,VIBRA HOSPITAL OF RICHARDSON,"401 WEST CAMPBELL ROAD,SUITE 300",RICHARDSON,TX,75080,NOT AVAILABLE,(469) 329-7300,LONG TERM CARE,OPEN,20,DALLAS,48113,USA,32.974138,-96.72712,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.vibrahealthcare.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,20,NOT AVAILABLE,NOT AVAILABLE
POINT (-97.086748052 33.174146828),8742,0075076208,ATRIUM MEDICAL CENTER,"2813 SOUTH MAYHILL ROAD,2ND FLOOR",DENTON,TX,76208,NOT AVAILABLE,(940) 320-2300,LONG TERM CARE,OPEN,13,DENTON,48121,USA,33.174147,-97.086748,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://www.atriumhealthcare.net/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,13,NOT AVAILABLE,NOT AVAILABLE
POINT (-95.547607633 33.687734794),8743,0140975461,PARIS REGIONAL MEDICAL CENTER - NORTH CAMPUS,865 DESHONG DRIVE,PARIS,TX,75461,9070,(903) 785-4521,GENERAL ACUTE CARE,OPEN,154,LAMAR,48277,USA,33.687735,-95.547608,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://parisregionalmedical.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,154,NOT AVAILABLE,NOT AVAILABLE
POINT (-95.511949113 30.070975554),8744,0141277379,SPRING EXCELLENCE SURGICAL HOSPITAL LLC,20635 KUYKENDAHL ROAD,SPRING,TX,77379,NOT AVAILABLE,(346) 331-4040,GENERAL ACUTE CARE,OPEN,12,HARRIS,48201,USA,30.070976,-95.511949,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://springcentral.net/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,12,NOT AVAILABLE,NOT AVAILABLE
POINT (-115.207116 36.032117),8745,0167684128,DIGINITY HEALTH-ST.ROSE DOMINICAN BLUE DAIMOND CAMPUS,4855 BLUE DIAMOND ROAD,LAS VAGAS,NV,89139,NOT AVAILABLE,(702) 216-7305,GENERAL ACUTE CARE,OPEN,-999,CLARK,32003,USA,36.032117,-115.207116,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dpbh.nv.gov/Reg/HealthFacilities/Community_Resources/,2018-03-14T00:00:00.000Z,IMAGERY,2018-03-16T00:00:00.000Z,https://locations.dignityhealth.org/dignity-health-st-rose-dominican-blue-diamond-emerus-las-vegas-nv,8594-HOS-1,NOT AVAILABLE,32,NON-PROFIT,-999,-999,NOT AVAILABLE,NOT AVAILABLE
POINT (-102.373887419 31.845451448),8746,0075179761,CONTINUECARE HOSPITAL AT MEDICAL CENTER ODESSA,"500 W 4TH STREET,4TH FLOOR",ODESSA,TX,79761,NOT AVAILABLE,(432) 640-4380,LONG TERM CARE,OPEN,23,ECTOR,48135,USA,31.845451,-102.373887,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://continuecare.org/odessa/,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,23,NOT AVAILABLE,NOT AVAILABLE
POINT (-95.473915827 29.707960798),8747,0076377081,CORNERSTONE HOSPITAL HOUSTON - BELLAIRE,5314 DASHWOOD,HOUSTON,TX,77081,NOT AVAILABLE,(713) 295-5300,LONG TERM CARE,OPEN,74,HARRIS,48021,USA,29.707961,-95.473916,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://www.chghospitals.com/houston-bellaire/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,74,NOT AVAILABLE,NOT AVAILABLE
POINT (-72.753932198 44.331918537),8748,0001805671,VERMONT PSYCHIATRIC CARE HOSPITAL,"280 STATE DRIVE,NOB 2 NORTH",WATERBURY,VT,05671,2010,(802) 241-0090,PSYCHIATRIC,CLOSED,53,WASHINGTON,50023,USA,44.331919,-72.753932,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",http://www.healthvermont.gov/health-statistics-vital-records/health-care-systems-reporting/hospital-report-cards,2017-11-08T00:00:00.000Z,IMAGERY,2018-01-19T00:00:00.000Z,http://mentalhealth.vermont.gov/vermont-psychiatric-care-hospital,NOT AVAILABLE,NOT AVAILABLE,50,GOVERNMENT - STATE,-999,53,NOT AVAILABLE,NOT AVAILABLE
POINT (-95.127708069 29.543664796),8749,0076977598,KINDRED HOSPITAL CLEAR LAKE,350 BLOSSOM STREET,WEBSTER,TX,77598,NOT AVAILABLE,(281) 316-7800,LONG TERM CARE,OPEN,110,HARRIS,48021,USA,29.543665,-95.127708,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.khclearlake.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,110,NOT AVAILABLE,NOT AVAILABLE
POINT (-95.435611181 30.025286187),8750,0077077090,KINDRED HOSPITAL SPRING,205 HOLLOW TREE LANE,HOUSTON,TX,77090,NOT AVAILABLE,(832) 849-2700,LONG TERM CARE,OPEN,115,HARRIS,48021,USA,30.025286,-95.435611,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.kindredspring.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,115,NOT AVAILABLE,NOT AVAILABLE
POINT (-95.431132665 29.809260393),8751,0077177008,KINDRED HOSPITAL THE HEIGHTS,"1800 WEST 26TH STREET,FLOORS 3,4, & 5",HOUSTON,TX,77008,NOT AVAILABLE,(713) 907-8686,LONG TERM CARE,OPEN,68,HARRIS,48201,USA,29.80926,-95.431133,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://www.khheights.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,68,NOT AVAILABLE,NOT AVAILABLE
POINT (-95.619828958 30.087934635),8752,0077277375,KINDRED HOSPITAL TOMBALL,505 GRAHAM DRIVE,TOMBALL,TX,77375,NOT AVAILABLE,(281) 255-5600,LONG TERM CARE,OPEN,75,HARRIS,48021,USA,30.087935,-95.619829,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://www.khtomball.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,75,NOT AVAILABLE,NOT AVAILABLE
POINT (-98.200813267 26.26404819),8753,0078378539,SOLARA HOSPITAL MCALLEN - EDINBURG,2655 CORNERSTONE BOULEVARD,EDINBURG,TX,78539,NOT AVAILABLE,(956) 683-1010,LONG TERM CARE,OPEN,25,HIDALGO,48215,USA,26.264048,-98.200813,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.chghospitals.com/mcallen/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,25,NOT AVAILABLE,N
POINT (-95.460659465 30.17237239),8754,0079177380,NEXUS SPECIALTY HOSPITAL - THE WOODLANDS,9128 SIX PINES DRIVE,THE WOODLANDS,TX,77380,NOT AVAILABLE,(281) 364-0317,LONG TERM CARE,OPEN,21,MONTGOMERY,48339,USA,30.172372,-95.460659,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,www.nexusspecialty.com,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,21,NOT AVAILABLE,N
POINT (-97.657661507 30.566466775),8755,0082278665,CORNERSTONE HOSPITAL AUSTIN - ROUND ROCK,4681 COLLEGE PARK DRIVE,ROUND ROCK,TX,78665,NOT AVAILABLE,(512) 671-1100,LONG TERM CARE,OPEN,54,WILLIAMSON,48491,USA,30.566467,-97.657662,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.chghospitals.com/roundrock/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,54,NOT AVAILABLE,N
POINT (-97.774290404 31.130905525),8756,0000000004,CARL R. DARNALL ARMY MEDICAL CENTER,36000 DARNALL LOOP,FORT HOOD,TX,76544,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,-999,BELL,48027,USA,31.130906,-97.77429,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.tricare.mil/mtf,2018-02-28T00:00:00.000Z,IMAGERY WITH OTHER,2018-04-20T00:00:00.000Z,http://www.crdamc.amedd.army.mil/,NOT AVAILABLE,NOT AVAILABLE,48,GOVERNMENT - FEDERAL,-999,-999,LEVEL III,Y
POINT (-98.415591259 29.460095975),8757,0000000025,BROOKE ARMY MEDICAL CENTER,3551 ROGER BROOKE DR,FORT SAM HOUSTON,TX,78234,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,-999,BEXAR,48029,USA,29.460096,-98.415591,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.tricare.mil/mtf,2018-02-28T00:00:00.000Z,IMAGERY WITH OTHER,2018-04-20T00:00:00.000Z,http://www.bamc.amedd.army.mil/,NOT AVAILABLE,NOT AVAILABLE,48,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,Y
POINT (-97.690288738 30.205816038),8758,0014478744,AUSTIN VA OUTPATIENT CLINIC,7901 METROPOLIS DR,AUSTIN,TX,78744,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,-999,TRAVIS,48453,USA,30.205816,-97.690289,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/division.asp?dnum=1,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2018-05-15T00:00:00.000Z,http://www.centraltexas.va.gov/,NOT AVAILABLE,NOT AVAILABLE,48,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,N
POINT (-97.389192277 27.75277054),8759,0000000038,THE CORPUS CHRISTI MEDICAL CENTER - DOCTORS REGIONAL,3315 S ALAMEDA ST,CORPUS CHRISTI,TX,78411,NOT AVAILABLE,(361) 761-1400,GENERAL ACUTE CARE,OPEN,250,NUECES,48355,USA,27.752771,-97.389192,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://ccmedicalcenter.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,250,LEVEL IV,NOT AVAILABLE
POINT (-102.728677047 34.221269302),8760,0039679347,MULESHOE AREA MEDICAL CENTER,708 SOUTH FIRST STREET,MULESHOE,TX,79347,NOT AVAILABLE,(806) 272-4524,CRITICAL ACCESS,OPEN,25,BAILEY,48017,USA,34.221269,-102.728677,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://www.mahdtx.org,NOT AVAILABLE,NOT AVAILABLE,48,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,NOT AVAILABLE,Y
POINT (-97.375465063 31.072549889),8761,0050776502,BAYLOR SCOTT & WHITE MCLANE CHILDREN'S MEDICAL CENTER,1901 SOUTHWEST H. K. DODGEN LOOP,TEMPLE,TX,76502,NOT AVAILABLE,(254) 771-8600,CHILDREN,OPEN,64,BELL,48027,USA,31.07255,-97.375465,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,https://www.swchildrens.org/Pages/locations/hospital.aspx,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,64,LEVEL II,Y
