geometry,objectid,id,name,telephone,address,address2,city,state,zip,zipp4,county,fips,directions,emergtitle,emergtel,emergext,contdate,conthow,geodate,geohow,hsipthemes,naicscode,naicsdescr,geolinkid,x,y,st_vendor,st_version,geoprec,phoneloc,qc_qa,ucaoa_id
POINT (-122.043007569 37.9123848973),720,10421289,FAMILY AND URGENT CARE OF WALNUT CREEK,925-930-8200,112 LA CASA VIA,SUITE 135,WALNUT CREEK,CA,94598,3023,CONTRA COSTA,06013,"LOCATED ON THE SOUTHWEST SIDE OF LA CASA VIA, BETWEEN YGNACIO VALLEY ROAD AND MONTEGO.",,,,2008-01-24T00:00:00.000Z,PHONE,2008-01-24T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23767160,-122.043008,37.912385,NAVTEQ,2008Q1,BLOCKFACE,t,TGS,UC_0221
POINT (-111.993779222 41.0894898108),721,10192148,WEE CARE PEDIATRICS,801-773-8644,1580 WEST ANTELOPE DRIVE,SUITE 100,LAYTON,UT,84041,1153,DAVIS,49011,NORTH SIDE OF W ANTELOPE DRIVE BETWEEN N 1690 WEST AND INTERSTATE 15,,,,2006-12-15T00:00:00.000Z,PHONE,2006-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",32076077,-111.993779,41.08949,NAVTEQ,2008Q1,BLOCKFACE,t,TGS,UC_3620
POINT (-114.03380789 35.2056083528),722,10198746,FASTRAX URGENT CARE CENTER,928-753-3303,2002 STOCKTON HILL ROAD,SUITE 103,KINGMAN,AZ,86401,4698,MOHAVE,04015,LOCATED ON THE EAST SIDE OF STOCKTON HILL ROAD. BETWEEN GATES AVENUE AND ROBINSON AVENUE.,,,,2006-06-09T00:00:00.000Z,PHONE,2008-10-02T00:00:00.000Z,ADJUSTED,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",39086849,-114.033808,35.205608,NAVTEQ,2008Q1,BLOCKFACE,t,TGS,
POINT (-118.291661821 33.8548839332),723,11521754,US HEALTHWORKS MEDICAL GROUP - TORRANCE,310-324-5777,19401 SOUTH VERMONT AVENUE,,TORRANCE,CA,90502,1029,LOS ANGELES,06037,LOCATED ON THE NW CORNER OF THE INTERSECTION OF KNOX ST AND S VERMONT AVE.,,,,2009-03-24T00:00:00.000Z,PHONE,2009-03-24T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",723493972,-118.291662,33.854884,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-122.141793159 37.7128094356),724,11521770,US HEALTHWORKS MEDICAL GROUP - SAN LEANDRO,510-343-8300,13939 EAST 14TH STREET,SUITE 150,SAN LEANDRO,CA,94578,2613,ALAMEDA,06001,"LOCATED ON THE SOUTHWEST SIDE OF EAST 14TH STREET, LESS THAN .1MI NORTHWEST OF 139TH AVENUE.",,,,2009-03-25T00:00:00.000Z,PHONE,2009-03-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23633949,-122.141793,37.712809,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-118.269528232 34.0506801625),725,11521763,US HEALTHWORKS MEDICAL GROUP - LOS ANGELES,213-401-1970,1313 WEST 8TH STREET,,LOS ANGELES,CA,90017,4420,LOS ANGELES,06037,LOCATED ON THE E CORNER OF THE INTERSECTION OF COLUMBIA AVE AND W 8TH ST.,,,,2009-03-25T00:00:00.000Z,PHONE,2009-03-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",128791804,-118.269528,34.05068,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-117.253272092 33.6729902639),726,10192189,CANYON LAKE URGENT CARE,951-244-3500,31740 RAILROAD CANYON ROAD,,CANYON LAKE,CA,92587,9490,RIVERSIDE,06065,ABOUT .06 MILES EAST OF CANYON LAKE DR S ON THE SOUTH SIDE OF RAILROAD CANYON RD.,,,,2006-12-18T00:00:00.000Z,PHONE,2006-12-18T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",121223098,-117.253272,33.67299,NAVTEQ,2008Q1,BLOCKFACE,t,TGS,UC_0487
POINT (-118.156517043 34.6898348136),727,10193296,VALLEY INFANT PEDIATRIC COMPLETE FAMILY CARE,661-726-5000,1359 WEST AVENUE J,,LANCASTER,CA,93534,2935,LOS ANGELES,06037,LOC ON THE NE CORNER OF W AVENUE J AND 15TH ST W,,,,2009-01-20T00:00:00.000Z,PHONE,2009-01-20T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23963516,-118.156517,34.689835,NAVTEQ,2008Q1,ONENTITY,t,TGS,UC_0283
POINT (-122.805531094 48.1030570224),728,10844606,MADRONA HILL URGENT CARE,360-344-3663,2500 WEST SIMS WAY,SUITE 1,PORT TOWNSEND,WA,98368,2234,JEFFERSON,53031,LOC ON THE NORTHWEST CORNER OF THE INTERSECTION OF W SIMS WAY & HOWARD ST.,,,,2009-01-23T00:00:00.000Z,PHONE,2009-01-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",92989429,-122.805531,48.103057,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-122.301568327 37.5409351581),729,10192216,IMMEDIATE CARE,650-570-2273,2905 SOUTH EL CAMINO REAL,,SAN MATEO,CA,94403,2730,SAN MATEO,06081,"LOCATED ON NE SIDE OF S EL CAMINO REAL, BETWEEN 28TH AVE AND 31ST AVE.",,,,2006-12-15T00:00:00.000Z,PHONE,2006-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23808266,-122.301568,37.540935,NAVTEQ,2008Q1,BLOCKFACE,t,TGS,UC_0462
POINT (-117.126231776 32.8360592427),730,11521660,US HEALTHWORKS MEDICAL GROUP - SAN DIEGO KEARNY MESA,858-277-2744,5575 RUFFIN ROAD,SUITE 100,SAN DIEGO,CA,92123,1361,SAN DIEGO,06073,EAST SIDE OF RUFFIN RD BETWEEN CHESAPEAKE DR AND HAZARD WAY,,,,2009-03-17T00:00:00.000Z,PHONE,2009-03-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24283531,-117.126232,32.836059,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-121.467677757 38.5651116938),731,11521696,US HEALTHWORKS MEDICAL GROUP - SACRAMENTO DOWNTOWN,916-451-4580,1675 ALHAMBRA BOULEVARD,SUITE B,SACRAMENTO,CA,95816,7047,SACRAMENTO,06067,SOUTH CORNER OF THE INTERSECTION OF STOCKTON BLVD AND ALHAMBRA BLVD,,,,2009-03-18T00:00:00.000Z,PHONE,2009-03-18T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24459142,-121.467678,38.565112,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-116.262476821 43.6115561988),732,11241454,SAINT ALPHONSUS MEDICAL GROUP - EMERALD OFFICE,208-367-4170,6533 EMERALD STREET,,BOISE,ID,83704,8737,ADA,16001,LOC ON THE S SIDE OF W EMERALD ST BETWEEN N RAYMOND ST AND N LIBERTY ST,,,,2009-02-03T00:00:00.000Z,PHONE,2009-02-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",40570010,-116.262477,43.611556,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-116.430572369 43.6186132584),733,11241458,SAINT ALPHONSUS MEDICAL GROUP - CHERRY LANE,208-367-8550,3025 WEST CHERRY LANE,,MERIDIAN,ID,83642,8531,ADA,16001,LOC ON THE S SIDE OF W CHERRY LN LESS THAN .2 MI E OF N TEN MILE RD.,,,,2009-02-03T00:00:00.000Z,PHONE,2009-02-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",126129477,-116.430572,43.618613,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-122.424640482 37.768090434),734,11241529,CARE PRACTICE,415-864-4444,508A 14TH STREET,,SAN FRANCISCO,CA,94103,1002,SAN FRANCISCO,06075,ON THE NORTHWEST CORNER OF 14TH ST AND GUERRERO ST,,,,2009-02-05T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23594331,-122.42464,37.76809,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-112.187839726 33.4664554756),735,11527320,NEXTCARE URGENT CARE - PHOENIX - MCDOWELL AND 59TH AVENUE,800-819-8566,5920 WEST MCDOWELL ROAD,,PHOENIX,AZ,85035,4853,MARICOPA,04013,"LOCATED ON THE NORTH SIDE OF W MCDOWELL RD, BETWEEN N 60TH LN AND N 59TH AVE.",,,,2009-04-23T00:00:00.000Z,PHONE,2009-04-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",20879339,-112.18784,33.466456,NAVTEQ,2008Q1,ONENTITY,f,TGS,
POINT (-121.072097525 38.6585710877),736,10842248,4MD URGENT CARE,916-941-9222,3840 EL DORADO HILLS BOULEVARD,,EL DORADO HILLS,CA,95762,4567,EL DORADO,06017,LOCATED ON THE WEST SIDE OF EL DORADO HILLS BLVD BETWEEN LASSEN LN AND SARATOGA WAY,,,,2008-12-22T00:00:00.000Z,PHONE,2008-12-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",120855775,-121.072097,38.658571,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-112.543657216 46.0073066354),737,11524648,EXPRESS CARE,406-723-6889,435 SOUTH CRYSTAL STREET,,BUTTE,MT,59701,1506,SILVER BOW,30093,LOCATED ON THE WEST SIDE OF S JACKSON ST BETWEEN W GOLD ST AND W PLATINUM ST,,,,2009-04-03T00:00:00.000Z,PHONE,2009-04-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",706514731,-112.543657,46.007307,NAVTEQ,2008Q1,BLOCKFACE,t,TGS,
POINT (-121.933752478 37.7077294994),738,10421437,AMADOR VALLEY MEDICAL CENTER,925-828-9211,7667 AMADOR VALLEY BOULEVARD,,DUBLIN,CA,94568,2341,ALAMEDA,06001,W CORNER OF STARWARD DR AND AMADOR VALLEY BLVD.,,,,2008-12-17T00:00:00.000Z,PHONE,2008-12-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24635733,-121.933752,37.707729,NAVTEQ,2008Q1,ONENTITY,t,TGS,UC_0679
POINT (-122.060488363 47.5466040953),739,10993710,MEDCARE CLINIC,425-557-4227,1490 NORTHWEST GILMAN BOULEVARD,,ISSAQUAH,WA,98027,5327,KING,53033,"LOC ON THE NORTH SIDE OF NW GILMAN BLVD, BETWEEN 17TH AVE NW & 12TH AVE NW.",,,,2009-01-27T00:00:00.000Z,PHONE,2009-01-27T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",715244510,-122.060488,47.546604,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-122.074087666 37.9482874385),740,10193396,NIGHT OWL PEDIATRICS,925-288-3600,425 GREGORY LANE,,PLEASANT HILL,CA,94523,2880,CONTRA COSTA,06013,LOC ON THE NORTH SIDE OF GREGORY LANE BETWEEN HELEN ROAD AND KAHRS AVENUE,,,,2008-12-22T00:00:00.000Z,PHONE,2008-12-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23655203,-122.074088,37.948287,NAVTEQ,2008Q1,ONENTITY,t,TGS,UC_0558
POINT (-119.999986561 38.9158769076),741,10421339,TAHOE URGENT CARE,530-541-3277,2130 LAKE TAHOE BOULEVARD,,SOUTH LAKE TAHOE,CA,96150,6405,EL DORADO,06017,LOCATED ON THE SOUTHWEST CORNER OF LAKE THAOE BLVD AND 4TH ST,,,,2008-12-22T00:00:00.000Z,PHONE,2008-12-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",28461323,-119.999987,38.915877,NAVTEQ,2008Q1,ONENTITY,t,TGS,UC_0379
POINT (-118.442986689 34.0327462424),742,10195142,CITIZENS MEDICAL GROUP - WEST LOS ANGELES,310-477-8285,11560 WEST PICO BOULEVARD,,LOS ANGELES,CA,90064,1520,LOS ANGELES,06037,LOCATED ON THE SOUTHEAST SIDE OF W PICO BLVD LESS THAN .1 MILES NORTHEAST OF FEDERAL AVE,,,,2009-01-28T00:00:00.000Z,PHONE,2009-01-28T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23901092,-118.442987,34.032746,NAVTEQ,2008Q1,ONENTITY,t,TGS,UC_0233
POINT (-117.594181361 34.0985007641),743,10993634,WEST POINT MEDICAL CENTER,909-481-3909,8520 ARCHIBALD AVENUE,BUILDING 20 SUITE B,RANCHO CUCAMONGA,CA,91730,4648,SAN BERNARDINO,06071,LOCATED AT THE NORTHWEST CORNER OF BUSINESS CENTER DRIVE AND ARCHIBALD AVENUE.,,,,2009-01-23T00:00:00.000Z,PHONE,2009-01-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24375693,-117.594181,34.098501,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-117.881224497 33.8634567762),744,10467899,CONCENTRA MEDICAL CENTER - PLACENTIA,714-579-7772,640 SOUTH PLACENTIA AVENUE,,PLACENTIA,CA,92870,6300,ORANGE,06059,ON THE NORTHEAST CORNER OF KIMBERLY AVE AND S PLACETIA AVE.,,,,2009-01-13T00:00:00.000Z,PHONE,2009-01-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24092493,-117.881225,33.863457,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-119.759813686 36.8380590996),745,10192654,COMMUNITY MEDICAL PROVIDERS CARE CENTER,559-437-7300,1570 EAST HERNDON AVENUE,,FRESNO,CA,93720,3303,FRESNO,06019,LOC ON THE NORTHWEST CORNER OF EAST HERNDON AVENUE AND NORTH SHARON AVENUE.,,,,2008-12-22T00:00:00.000Z,PHONE,2008-12-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",38081932,-119.759814,36.838059,NAVTEQ,2008Q1,ONENTITY,t,TGS,UC_0314
POINT (-121.847357017 39.7534801575),746,10421428,CONVENIENT CARE HEALTH CENTER,530-342-2273,670 RIO LINDO AVENUE,SUITE 300,CHICO,CA,95926,1828,BUTTE,06007,LOC ON THE EAST SIDE OF RIO LINDO AVENUE LESS THAN .1 MILES NORTH OF THE COHASSET ROAD AND RIO LINDO AVENUE INTERSECTION.,,,,2008-12-22T00:00:00.000Z,PHONE,2008-12-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",105520179,-121.847357,39.75348,NAVTEQ,2008Q1,ONENTITY,t,TGS,UC_0654
POINT (-118.100899595 33.7430596218),747,10193279,SEAL BEACH FAMILY MEDICAL GROUP AND URGENT CARE,562-598-2904,1198 PACIFIC COAST HIGHWAY,,SEAL BEACH,CA,90740,6251,ORANGE,06059,ON THE SOUTHWEST SIDE OF PACIFIC COAST HWY BETWEEN 10TH ST AND 12TH ST,,,,2009-01-08T00:00:00.000Z,PHONE,2009-01-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",126522119,-118.1009,33.74306,NAVTEQ,2008Q1,ONENTITY,t,TGS,UC_0241
POINT (-117.224421581 33.8106486068),748,10193388,CASTILLO MEDICAL CLINIC,951-943-7212,126 AVOCADO AVENUE,SUITE 106,PERRIS,CA,92571,2605,RIVERSIDE,06065,LOCATED ON THE NORTH SIDE OF THE T INTERSECTION OF ORCHARD DR AND AVOCADO AVE,,,,2009-01-08T00:00:00.000Z,PHONE,2009-01-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24325394,-117.224422,33.810649,NAVTEQ,2008Q1,ONENTITY,t,TGS,UC_0535
POINT (-121.980107755 37.5550497801),749,10421354,WASHINGTON CLINIC - FREMONT,510-608-6174,2500 MOWRY AVENUE,SUITE 212,FREMONT,CA,94538,1605,ALAMEDA,06001,"S SIDE OF CIVIC CENTER DR, BETWEEN BART WAY AND MOWRY AVE.",,,,2008-12-17T00:00:00.000Z,PHONE,2008-12-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",28401564,-121.980108,37.55505,NAVTEQ,2008Q1,ONENTITY,t,TGS,UC_0425
POINT (-149.780283565 61.1961758573),750,10993622,URGENT CARE MEDICAL CENTER,907-333-8561,5437 EAST NORTHERN LIGHTS BOULEVARD,,ANCHORAGE,AK,99508,4712,ANCHORAGE,02020,LOC ON THE NORTHWEST CORNER OF THE INTERSECTION OF E NORTHERN LIGHTS BLVD & BONIFACE PKY.,,,,2009-01-21T00:00:00.000Z,PHONE,2009-01-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",126066010,-149.780284,61.196176,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-112.061713541 33.4466684844),751,11528057,CONCENTRA MEDICAL CENTER URGENT CARE - MIDTOWN,602-261-7888,901 EAST JEFFERSON STREET,,PHOENIX,AZ,85034,2219,MARICOPA,04013,LOCATED ON THE SE CORNER OF THE INTERSECTION OF E JEFFERSON ST AND S 9TH ST.,,,,2009-04-23T00:00:00.000Z,PHONE,2009-04-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",20857532,-112.061713,33.446668,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-112.184164262 47.8125040482),752,11531407,GREAT FALLS CLINIC - CHOTEAU,406-466-5255,124 MAIN AVENUE NORTH,,CHOTEAU,MT,59422,,TETON,30099,LOCATED ON THE SOUTHWEST CORNER OF 2ND ST NW AND MAIN AVE N,,,,2009-05-21T00:00:00.000Z,PHONE,2009-05-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",41456295,-112.184164,47.812504,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-118.19622698 34.1075327677),753,10193419,NORTHEAST COMMUNITY CLINIC,323-256-3884,5428 NORTH FIGUEROA STREET,,LOS ANGELES,CA,90042,4118,LOS ANGELES,06037,LOC ON THE S CORNER OF S AVENUE 55 AND N FIGUEROA ST.,,,,2009-02-12T00:00:00.000Z,PHONE,2009-02-12T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23903615,-118.196227,34.107533,NAVTEQ,2008Q1,ONENTITY,t,TGS,UC_0622
POINT (-122.210754932 47.2442968431),754,11513044,ACCESS FAMILY HEALTHCARE AND URGENT CARE,253-288-8882,1402 LAKE TAPPS PARKWAY EAST,,AUBURN,WA,98092,8157,PIERCE,53053,"LOC ON THE SOUTHEAST SIDE OF LAKE TAPPS PKY E, LESS THAN .1 MILES SOUTHWEST OF LAKELAND HILLS WAY SE.",,,,2009-02-09T00:00:00.000Z,PHONE,2009-02-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",124473372,-122.210755,47.244297,NAVTEQ,2008Q1,ONENTITY,t,TGS,
