geometry,objectid_1,objectid,id,name,telephone,address,address2,city,state,zip,zipp4,county,fips,directions,emergtitle,emergtel,emergext,contdate,conthow,geodate,geohow,hsipthemes,naicscode,naicsdescr,geolinkid,x,y,st_vendor,st_version,geoprec,phoneloc,qc_qa,generator,basement,website,tot_staff,eoc_cap,has_food,med_supp,agenonsite,lvlgovop,fax,source,state_id,email,cont1phone,cont1ext,cont1fax,cont1email,cont2phone,cont2ext,cell,cell2,pager,pager_ext,other,other2,dispatch,pocphone,comments,region,type,permanent,class,coverage,ruleid
POINT (-94.6918201004 36.2642741003),2333,5970,10214077,COLCORD EMERGENCY OPERATIONS CENTER,918-326-1800,107 EAST MAIN STREET,COLCORD POLICE DEPARTMENT,COLCORD,OK,74338,4887,DELAWARE,40041,"LOCATED ON THE NORTH SIDE OF STATE HIGHWAY 116, .02 MILE WEST OF THE INTERSECTION OF SOUTH LARMON STREET AND STATE HIGHWAY 116.",,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",18092275,-94.69182,36.264274,NAVTEQ,2009Q2,ONENTITY,t,TGS,,,,0,0,,,,LOCAL,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-93.9160727996 36.9174777004),2334,5972,10212775,BARRY COUNTY LOCAL EMERGENCY OPERATIONS CENTER,417-235-0200,100 SOUTH MAPLE STREET,,MONETT,MO,65708,2656,BARRY,29009,,,,,2009-09-08T00:00:00.000Z,PHONE,2009-09-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",109270077,-93.916073,36.917478,NAVTEQ,2009Q2,ONENTITY,t,TGS,N,N,,0,0,,,,COUNTY,417-235-0400,MOEMA,,LEPC@MO-NET.COM,,,,,,,,,,,,,,,,,,,,,1
POINT (-97.8523043001 41.5691010003),2335,5973,10213446,SAINT EDWARD EMERGENCY OPERATIONS CENTER,402-678-3322,1302 STATE HIGHWAY 39,SAINT EDWARD FIRE AND RESCUE,SAINT EDWARD,NE,68660,,BOONE,31011,"LOCATED ON THE SOUTH SIDE OF STATE HIGHWAY 39, 0.08 MILES SOUTHEAST OF THE INTERSECTION OF NORTH 13TH STREET AND STATE HIGHWAY 39.",,,,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",114551455,-97.852304,41.569101,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,LOCAL,,NEEMA,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-97.5849038998 40.6353992001),2336,5976,10213466,VILLAGE OF FAIRMONT EMERGENCY OPERATIONS CENTER,402-366-4553,610 F STREET,FAIRMONT VOLUNTEER FIRE DEPARTMENT,FAIRMONT,NE,68354,4064,FILLMORE,31059,,,,,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",113464310,-97.584904,40.635399,NAVTEQ,2009Q2,ONENTITY,f,TGS,Y,N,,0,0,,,,LOCAL,,NEEMA,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-100.5215495 36.815895),2337,5982,10214025,BEAVER COUNTY EMERGENCY OPERATIONS CENTER,580-625-3498,111 WEST 2ND STREET,BEAVER COUNTY COURTHOUSE BASEMENT,BEAVER,OK,73932,,BEAVER,40007,"LOCATED ON THE SOUTH SIDE OF BRANCH 2ND, .03 MILE WEST OF THE INTERSECTION OF AVENUE E AND BRANCH 2ND.",,,,2009-09-10T00:00:00.000Z,PHONE,2009-09-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100205259,-100.52155,36.815895,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,Y,,0,0,,,,COUNTY,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-96.6024309999 39.1703034002),2338,5983,10211639,RILEY COUNTY EMERGENCY OPERATIONS CENTER,785-537-2112,1001 SOUTH SETH CHILD ROAD,RILEY COUNTY LAW ENFORCEMENT CENTER,MANHATTAN,KS,66502,3115,RILEY,20161,,,,,2009-09-03T00:00:00.000Z,PHONE,2009-09-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",124836521,-96.602431,39.170303,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,,KSDEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-110.3882602 40.1792292002),2339,5984,10214987,DUCHESNE COUNTY EMERGENCY OPERATIONS CENTER,435-738-1516,21554 WEST 9000 SOUTH,DUCHESNE COUNTY JUSTICE CENTER,DUCHESNE,UT,84021,,DUCHESNE,49013,"LOCATED ON THE NORTH SIDE OF WEST 9000 SOUTH, 0.48 MILES EAST OF THE T INTERSECTION OF WEST 9000 SOUTH AND WEST STAKE CENTER DRIVE.",,,,2009-09-04T00:00:00.000Z,PHONE,2009-09-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",122402976,-110.38826,40.179229,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,,TAMU,,,435-738-0196,,,,,,,,,,,,,,,,,,,,1
POINT (-91.5818760001 34.7810452002),2340,144,10215764,PRAIRIE COUNTY EMERGENCY OPERATIONS CENTER-ALTERNATE,870-255-4514,96 NORTH FRONT STREET,HAZEN MARSHALS OFFICE,HAZEN,AR,72064,,PRAIRIE,05117,,,,,2009-08-31T00:00:00.000Z,PHONE,2009-08-31T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100095598,-91.581876,34.781045,NAVTEQ,2009Q2,ONENTITY,t,TGS,N,N,,0,0,,,,COUNTY,,DHS/FPS,HIFLD_CITY_TGS_TEMP_0059,,,,,,,,,,,,,,,,,,ALTERNATE,,,,1
POINT (-91.2819204004 33.3315401001),2341,234,10210636,CHICOT EMERGENCY OPERATIONS CENTER,870-265-8015,108 MAIN STREET,BASEMENT,LAKE VILLAGE,AR,71653,1965,CHICOT,05017,,,,,2009-08-28T00:00:00.000Z,PHONE,2009-08-28T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100155605,-91.28192,33.33154,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,Y,,0,0,,,,LOCAL,,AGIO,AR_TGS_TEMP_68,,,,,,,,,,,,,,,,,,,,,,1
POINT (-91.3798334002 30.8056694997),2342,347,10211842,WEST FELICIANA PARISH OFFICE OF HOMELAND SECURITY AND EMERGENCY PREPAREDNESS EMERGENCY OPERATIONS CENTER,225-635-6428,9938 WEST FELCIANA PARKWAY,WEST FELICIANA PARISH 911 BUILDING,SAINT FRANCISVILLE,LA,70775,,WEST FELICIANA,22125,,,,,2009-09-08T00:00:00.000Z,PHONE,2009-09-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",,-91.379833,30.80567,TGS,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,225-635-6996,LAGIC,LA_TGS_TEMP_58,,225-389-2100,,225-389-2114,,225-635-6428,,225-721-1911,,,,,,,,,2,,,,,1
POINT (-90.9608464002 30.4805075997),2343,810,10215801,DENHAM SPRINGS EMERGENCY OPERATIONS CENTER,225-665-5106,447 LAMM STREET,DENHAM SPRINGS POLICE DEPARTMENT,DENHAM SPRINGS,LA,70726,3648,LIVINGSTON,22063,,,,,2009-09-21T00:00:00.000Z,PHONE,2009-09-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",99616495,-90.960846,30.480508,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,LOCAL,,DHS/FPS,HIFLD_CITY_TGS_TEMP_0256,,,,,,,,,,,,,,,,,,,,,,1
POINT (-91.4051293 31.5595259003),2344,1555,10216409,ADAMS COUNTY EMERGENCY OPERATIONS CENTER,601-442-7021,201 SOUTH WALL STREET,ADAMS COUNTY SHERIFFS DEPARTMENT BASEMENT,NATCHEZ,MS,39120,3427,ADAMS,28001,,,,,2009-09-08T00:00:00.000Z,PHONE,2009-10-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",99369818,-91.405129,31.559526,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,Y,,0,0,,,,COUNTY,,DHS/FPS,HIFLD_CITY_TGS_TEMP_1882,,,,,,,,,,,,,,,,,,,,,,1
POINT (-91.0246692 29.9414380996),2345,2048,10211845,ASSUMPTION PARISH EMERGENCY OPERATIONS CENTER,985-369-7351,105 DOCTOR MARTIN LUTHER KING DRIVE,OFFICE OF EMERGENCY PREPAREDNESS BUILDING,NAPOLEONVILLE,LA,70390,,ASSUMPTION,22007,,,,,2009-09-04T00:00:00.000Z,PHONE,2009-09-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",99668748,-91.024669,29.941438,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,985-369-7341,LAGIC,LA_TGS_TEMP_61,,985-369-7386,,985-369-7341,,985-369-7351,,985-369-2912,,,,,,,,,3,,,,,1
POINT (-91.5516832999 34.4994437002),2346,2200,10210643,ARKANSAS COUNTY EMERGENCY OPERATIONS CENTER,870-673-3730,312 SOUTH COLLEGE STREET,COURTHOUSE ANNEX,STUTTGART,AR,72160,4329,ARKANSAS,05001,,,,,2009-08-28T00:00:00.000Z,PHONE,2009-08-28T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100107384,-91.551683,34.499444,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,,AGIO,AR_TGS_TEMP_75,,,,,,,,,,,,,,,,,,,,,,1
POINT (-91.2357704998 30.2872977001),2347,3161,10211834,IBERVILLE PARISH OFFICE OF EMERGENCY PREPAREDNESS,225-687-5140,58030 MERIAM STREET,,PLAQUEMINE,LA,70764,2714,IBERVILLE,22047,,,,,2009-09-04T00:00:00.000Z,PHONE,2009-09-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",99630542,-91.235771,30.287298,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,225-687-5146,LAGIC,LA_TGS_TEMP_50,,225-389-2100,,225-389-2114,,225-687-5140,,225-766-1600,,,,,,,,,2,,,,,1
POINT (-91.1649066003 30.5894159003),2348,3173,10215795,BAKER EMERGENCY OPERATIONS CENTER,225-775-6000,1320 ALABAMA AVENUE,BAKER POLICE DEPARTMENT,BAKER,LA,70714,2808,EAST BATON ROUGE,22033,,,,,2009-09-04T00:00:00.000Z,PHONE,2009-09-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",90179258,-91.164907,30.589416,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,LOCAL,,DHS/FPS,HIFLD_CITY_TGS_TEMP_0237,,,,,,,,,,,,,,,,,,,,,,1
POINT (-91.2990215997 31.1035102996),2349,3387,10212954,WILKINSON COUNTY EMERGENCY OPERATIONS CENTER,601-888-4381,525 MAIN STREET,WILKINSON COUNTY COURTHOUSE,WOODVILLE,MS,39669,,WILKINSON,28157,"S SIDE OF MAIN ST BETWEEN ROYAL OAK ST AND BOSTON ROW, ACROSS FROM FORD CREEK RD",,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",99191958,-91.299022,31.10351,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,,MSEMA,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-91.2057551001 29.6929131997),2350,3765,10220551,SAINT MARY PARISH EMERGENCY OPERATIONS CENTER-ALTERNATE,985-385-2600,311 BARROW STREET,MORGAN CITY COURTHOUSE ANNEX,MORGAN CITY,LA,70380,3753,ST MARY,22101,.04 MILES NORTHWEST OF BARROW STREET ON THE WEST SIDE OF 3RD STREET,,,,2009-09-04T00:00:00.000Z,PHONE,2009-09-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",99680897,-91.205755,29.692913,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,,TGS,,,,,,,,,,,,,,,,,,,ALTERNATE,,,,1
POINT (-91.1871509997 32.4090356003),2351,3802,10211844,MADISON PARISH EMERGENCY OPERATIONS CENTER,318-574-6911,402 EAST GREEN STREET,MADISON PARISH SHERIFFS DEPARTMENT,TALLULAH,LA,71282,3732,MADISON,22065,,,,,2009-09-04T00:00:00.000Z,PHONE,2009-09-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",18032754,-91.187151,32.409036,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,318-574-2773,LAGIC,LA_TGS_TEMP_60,,318-322-2641,,318-322-7356,OOEP@OHSEP.ORG,318-574-3451,,318-341-7860,,,,,,,,,8,,,,,1
POINT (-91.2371405998 31.9143751004),2352,3845,10211795,TENSAS PARISH EMERGENCY OPERATIONS CENTER,318-766-3992,205 HANCOCK STREET,TENSAS PARISH COURTHOUSE COMPLEX,SAINT JOSEPH,LA,71366,,TENSAS,22107,,,,,2009-09-04T00:00:00.000Z,PHONE,2009-09-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",99235692,-91.237141,31.914375,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,318-766-4391,LAGIC,LA_TGS_TEMP_11,TPOEP1@BELLSOUTH.NET,318-322-2641,,318-322-7356,OOEP@OHSEP.ORG,318-766-3992,,318-282-5090,,,,,,,,,8,,,,,1
POINT (-91.3922906003 33.6183799001),2353,3884,10210634,DESHA COUNTY EMERGENCY OPERATIONS CENTER-ALTERNATE,870-222-5600,900 SOUTH 3RD STREET,MCGEHEE DESHA COUNTY HOSPITAL,MCGEHEE,AR,71654,2562,DESHA,05041,,,,,2009-09-08T00:00:00.000Z,PHONE,2009-09-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100144488,-91.392291,33.61838,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,,AGIO,AR_TGS_TEMP_66,,,,,,,,,,,,,,,,,,ALTERNATE,,,,1
POINT (-91.3826867997 33.6298786001),2354,4053,10210633,DESHA COUNTY EMERGENCY OPERATIONS CENTER,870-222-3636,2412 UNITED STATES HIGHWAY 65,DESHA COUNTY 911 COMPLEX,MCGEHEE,AR,71654,,DESHA,05041,,,,,2009-09-08T00:00:00.000Z,PHONE,2009-09-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",99893104,-91.382687,33.629879,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,,AGIO,AR_TGS_TEMP_65,,,,,,,,,,,,,,,,,,,,,,1
POINT (-91.0524045 33.4078846003),2355,4079,10212916,WASHINGTON COUNTY EMERGENCY OPERATIONS CENTER,662-335-1945,910 COURTHOUSE ALLEY,SUITE B,GREENVILLE,MS,38701,3712,WASHINGTON,28151,SW SIDE OF COURTHOUSE ALY BETWEEN N EDISON ST AND N HARVEY ST,,,,2009-09-08T00:00:00.000Z,PHONE,2009-09-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",99299169,-91.052404,33.407885,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,HTTP://WWW.MSEMA.ORG/COUNTY/DTHREE.HTML,0,0,,,,COUNTY,,MSEMA,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-91.4984636004 34.9810133997),2356,4093,10210635,PRAIRIE COUNTY OFFICE OF EMERGENCY MANAGEMENT,870-256-4851,605 STATE HIGHWAY 38 EAST,PRAIRIE COUNTY COURTHOUSE ANNEX BUILDING,DESARC,AR,72040,,PRAIRIE,05117,LOCATED AT SW CORNER OF 5TH ST AND AR-38.,,,,2009-08-31T00:00:00.000Z,PHONE,2009-08-31T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",124081548,-91.498464,34.981013,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,,AGIO,AR_TGS_TEMP_67,,,,,,,,,,,,,,,,,,,,,,1
POINT (-91.5945487003 30.7232972001),2357,4113,10211837,POINTE COUPEE PARISH EMERGENCY PREPAREDNESS EMERGENCY OPERATIONS CENTER,225-694-3737,7011 MITCHELL LANE,POINTE COUPEE SHERIFFS DEPARTMENT,MORGANZA,LA,70759,3107,POINTE COUPEE,22077,,,,,2009-09-04T00:00:00.000Z,PHONE,2009-09-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",99603779,-91.594549,30.723297,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,225-694-5408,LAGIC,LA_TGS_TEMP_53,,225-389-2100,,225-389-2114,,225-694-9014,,225-718-0841,,,,,,,,,2,,,,,1
POINT (-91.0525938001 32.9025872999),2358,4123,10212930,ISSAQUENA COUNTY EMERGENCY OPERATIONS CENTER,662-873-2781,129 COURT STREET,ISSAQUENA COUNTY SHERIFFS DEPARTMENT,MAYERSVILLE,MS,39113,9700,ISSAQUENA,28055,N SIDE OF COURT ST BETWEEN MAYFIELD ST AND CEDAR ST,,,,2009-09-08T00:00:00.000Z,PHONE,2009-09-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",114363849,-91.052594,32.902587,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,HTTP://WWW.MSEMA.ORG/COUNTY/DFIVE.HTML,0,0,,,,COUNTY,,MSEMA,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-91.3142414002 34.6926156997),2359,4150,10210600,MONROE COUNTY EMERGENCY OPERATIONS CENTER,870-454-6109,123 MADISON STREET,,CLARENDON,AR,72029,2704,MONROE,05095,,,,,2009-08-31T00:00:00.000Z,PHONE,2009-08-31T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100098125,-91.314241,34.692616,NAVTEQ,2009Q2,ONENTITY,t,TGS,N,N,,0,0,,,,COUNTY,,AGIO,AR_TGS_TEMP_32,,,,,,,,,,,,,,,,,,,,,,1
POINT (-91.4579539004 31.5752619998),2360,5048,10211830,CONCORDIA PARISH EMERGENCY OPERATIONS CENTER,318-757-8248,4001 CARTER STREET,CONCORDIA PARISH COURT HOUSE,VIDALIA,LA,71373,3021,CONCORDIA,22029,,,,,2009-09-04T00:00:00.000Z,PHONE,2009-09-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",99462111,-91.457954,31.575262,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,318-757-7200,LAGIC,LA_TGS_TEMP_46,,318-445-0186,,318-445-5605,RAPIDES911OEP@COX-INTERNET.COM,318-757-8248,,318-447-2109,,,,,,,,,6,,,,,1
POINT (-91.0747881001 31.7010987003),2361,5350,10212949,JEFFERSON COUNTY EMERGENCY OPERATIONS CENTER,601-786-3403,279 STATE HIGHWAY 33,JEFFERSON-FRANKLIN COUNTY CORRECTIONAL FACILITY,FAYETTE,MS,39069,,JEFFERSON,28063,E SIDE OF MS-33 APPROX 0.34 MILES N OF MCNAIR RD,,,,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",126357145,-91.074788,31.701099,NAVTEQ,2009Q2,ONENTITY,t,TGS,,,,0,0,,,,COUNTY,,MSEMA,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-91.1538640004 30.5225319999),2362,5524,10211846,EAST BATON ROUGE PARISH OFFICE OF HOMELAND SECURITY AND EMERGENCY PREPAREDNESS EMERGENCY OPERATIONS CENTER,225-389-2100,3773 HARDING BOULEVARD,HOMELAND SECURITY AND EMERGENCY PREPAREDNESS BUILDING,BATON ROUGE,LA,70807,5222,EAST BATON ROUGE,22033,.17 MILES EAST OF HOWELL BOULEVARD ON THE NORTH SIDE OF HARDING BOULEVARD,,,,2009-09-04T00:00:00.000Z,PHONE,2009-09-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",126651722,-91.153864,30.522532,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,225-389-2114,LAGIC,LA_TGS_TEMP_62,,225-389-2100,,225-389-2114,,225-389-2100,,225-572-3011,,,,,,,,,2,,,,,1
