geometry,ident,type,name,latitude_d,longitude,elevation,continent,iso_countr,iso_region,municipali,scheduled,gps_code,iata_code,status,objectid
POINT (-61.53179932 16.26530075),TFFR,medium_airport,Pointe-à-Pitre Le Raizet,16.26530075,-61.53179932,36,North America,GP,GP-U-A,Pointe-à-Pitre Le Raizet,yes,TFFR,PTP,,2681
POINT (-90.52749634 14.58329964),MGGT,medium_airport,La Aurora Airport,14.58329964,-90.52749634,4952,North America,GT,GT-GU,Guatemala City,yes,MGGT,GUA,Restrictions,2682
POINT (-88.58380127 15.73089981),MGPB,medium_airport,Puerto Barrios Airport,15.73089981,-88.58380127,33,North America,GT,GT-IZ,Puerto Barrios,yes,MGPB,PBR,Restrictions,2683
POINT (-90.83580017 13.93620014),MGSJ,medium_airport,San José Airport,13.93620014,-90.83580017,29,North America,GT,GT-ES,Puerto San José,yes,MGSJ,GSJ,,2684
POINT (-89.86640167 16.91379929),MGTK,medium_airport,Mundo Maya International Airport,16.91379929,-89.86640167,427,North America,GT,GT-PE,San Benito,yes,MGMM,FRS,Restrictions,2685
POINT (-86.852997 15.7425),MHLC,medium_airport,Goloson International Airport,15.7425,-86.852997,39,North America,HN,HN-AT,La Ceiba,yes,MHLC,LCE,,2686
POINT (-87.92359924 15.45259953),MHLM,medium_airport,Ramón Villeda Morales International Airport,15.45259953,-87.92359924,91,North America,HN,HN-CR,La Mesa,yes,MHLM,SAP,,2687
POINT (-86.523003 16.316799),MHRO,medium_airport,Juan Manuel Galvez International Airport,16.316799,-86.523003,39,North America,HN,HN-IB,Roatan Island,yes,MHRO,RTB,,2688
POINT (-87.21720123 14.06089973),MHTG,medium_airport,Toncontín International Airport,14.06089973,-87.21720123,3294,North America,HN,HN-FM,Tegucigalpa,yes,MHTG,TGU,,2689
POINT (-85.906601 16.4454),MHNJ,medium_airport,La Laguna Airport,16.4454,-85.906601,49,North America,HN,HN-IB,Guanaja,yes,MHNJ,GJA,,2690
POINT (-73.78829956 18.27109909),MTCA,medium_airport,Les Cayes Airport,18.27109909,-73.78829956,203,North America,HT,HT-SD,Les Cayes,yes,MTCA,CYA,,2691
POINT (-72.19470215 19.7329998),MTCH,medium_airport,Cap Haitien International Airport,19.7329998,-72.19470215,10,North America,HT,HT-ND,Cap Haitien,yes,MTCH,CAP,,2692
POINT (-72.51850128 18.24110031),MTJA,medium_airport,Jacmel Airport,18.24110031,-72.51850128,167,North America,HT,HT-SE,Jacmel,yes,MTJA,JAK,,2693
POINT (-72.29250336 18.57999992),MTPP,medium_airport,Toussaint Louverture International Airport,18.57999992,-72.29250336,122,North America,HT,HT-OU,Port-au-Prince,yes,MTPP,PAP,,2694
POINT (-74.17030334 18.66309929),MTJE,medium_airport,Jérémie Airport,18.66309929,-74.17030334,147,North America,HT,HT-GA,Jeremie,yes,MTJE,JEE,,2695
POINT (-72.84860229 19.93359947),MTPX,medium_airport,Port-de-Paix Airport,19.93359947,-72.84860229,9,North America,HT,HT-NO,Port-de-Paix,yes,MTPX,PAX,,2696
POINT (-76.78749847 17.93569946),MKJP,large_airport,Norman Manley International Airport,17.93569946,-76.78749847,10,North America,JM,JM-01,Kingston,yes,MKJP,KIN,screening,2697
POINT (-77.91339874 18.50370026),MKJS,medium_airport,Sangster International Airport,18.50370026,-77.91339874,4,North America,JM,JM-08,Montego Bay,yes,MKJS,MBJ,screening,2698
POINT (-76.82379913 17.98859978),MKTP,medium_airport,Tinson Pen Airport,17.98859978,-76.82379913,16,North America,JM,JM-02,Tinson Pen,yes,MKTP,KTP,,2699
POINT (-76.96900177 18.4041996),MKBS,medium_airport,Ian Fleming International Airport,18.4041996,-76.96900177,90,North America,JM,JM-05,Ocho Rios,yes,MKBS,OCJ,screening,2700
POINT (-62.71870041 17.31119919),TKPK,medium_airport,Robert L. Bradshaw International Airport,17.31119919,-62.71870041,170,North America,KN,KN-U-A,Basseterre,yes,TKPK,SKB,,2701
POINT (-62.58990097 17.20569992),TKPN,medium_airport,Vance W. Amory International Airport,17.20569992,-62.58990097,14,North America,KN,KN-U-A,Charlestown,yes,TKPN,NEV,,2702
POINT (-79.88279724 19.68700027),MWCB,medium_airport,Gerrard Smith International Airport,19.68700027,-79.88279724,8,North America,KY,KY-U-A,Cayman Brac,yes,MWCB,CYB,,2703
POINT (-65.104897 -26.8409),SANT,medium_airport,Teniente Benjamin Matienzo Airport,-26.8409,-65.104897,1493,South America,AR,AR-T,San Miguel de Tucumán,yes,SANT,TUC,,2704
POINT (-73.77890015 40.63980103),KJFK,large_airport,John F Kennedy International Airport,40.63980103,-73.77890015,13,North America,US,US-NY,New York,yes,KJFK,JFK,Restrictions,2705
POINT (-68.418198 -31.571501),SANU,medium_airport,Domingo Faustino Sarmiento Airport,-31.571501,-68.418198,1958,South America,AR,AR-J,San Juan,yes,SANU,UAQ,,2706
POINT (-106.8690033 39.22320175),KASE,medium_airport,Aspen-Pitkin Co/Sardy Field,39.22320175,-106.8690033,7820,North America,US,US-CO,Aspen,yes,KASE,ASE,Restrictions,2707
POINT (-152.4940033 57.75),PADQ,medium_airport,Kodiak Airport,57.75,-152.4940033,78,North America,US,US-AK,Kodiak,yes,PADQ,ADQ,Restrictions,2708
POINT (-94.49829865 37.15179825),KJLN,large_airport,Joplin Regional Airport,37.15179825,-94.49829865,981,North America,US,US-MO,Joplin,yes,KJLN,JLN,Restrictions,2709
POINT (-66.35639954 -33.27320099),SAOU,medium_airport,Brigadier Mayor D Cesar Raul Ojeda Airport,-33.27320099,-66.35639954,2328,South America,AR,AR-D,San Luis,yes,SAOU,LUQ,,2710
POINT (-92.14070129 37.74160004),KTBN,medium_airport,Waynesville-St. Robert Regional Forney field,37.74160004,-92.14070129,1159,North America,US,US-MO,Fort Leonard Wood,yes,KTBN,TBN,Restrictions,2711
POINT (-122.5979996 45.58869934),KPDX,large_airport,Portland International Airport,45.58869934,-122.5979996,31,North America,US,US-OR,Portland,yes,KPDX,PDX,Restrictions,2712
POINT (-98.67819977 46.92969894),KJMS,medium_airport,Jamestown Regional Airport,46.92969894,-98.67819977,1500,North America,US,US-ND,Jamestown,yes,KJMS,JMS,Restrictions,2713
POINT (-58.7619 -27.4455),SARC,medium_airport,Corrientes Airport,-27.4455,-58.7619,202,South America,AR,AR-W,Corrientes,yes,SARC,CNQ,,2714
POINT (-80.64530182 28.10280037),KMLB,medium_airport,Melbourne International Airport,28.10280037,-80.64530182,33,North America,US,US-FL,Melbourne,yes,KMLB,MLB,Restrictions,2715
POINT (-76.49299622 37.13190079),KPHF,large_airport,Newport News Williamsburg International Airport,37.13190079,-76.49299622,42,North America,US,US-VA,Newport News,yes,KPHF,PHF,Restrictions,2716
POINT (-59.0561 -27.45),SARE,medium_airport,Resistencia International Airport,-27.45,-59.0561,173,South America,AR,AR-H,Resistencia,yes,SARE,RES,,2717
POINT (-78.83390045 40.31610107),KJST,medium_airport,John Murtha Johnstown Cambria County Airport,40.31610107,-78.83390045,2284,North America,US,US-PA,Johnstown,yes,KJST,JST,Restrictions,2718
POINT (-58.2281 -26.2127),SARF,medium_airport,Formosa Airport,-26.2127,-58.2281,193,South America,AR,AR-P,Formosa,yes,SARF,FMA,,2719
POINT (-106.609001 35.040199),KABQ,large_airport,Albuquerque International Sunport Airport,35.040199,-106.609001,5355,North America,US,US-NM,Albuquerque,yes,KABQ,ABQ,Restrictions,2720
POINT (-166.5440063 53.90010071),PADU,medium_airport,Unalaska Airport,53.90010071,-166.5440063,22,North America,US,US-AK,Unalaska,yes,PADU,DUT,Restrictions,2721
POINT (-84.58740234 42.77870178),KLAN,medium_airport,Capital City Airport,42.77870178,-84.58740234,861,North America,US,US-MI,Lansing,yes,KLAN,LAN,Restrictions,2722
POINT (-84.35030365 30.39649963),KTLH,large_airport,Tallahassee Regional Airport,30.39649963,-84.35030365,81,North America,US,US-FL,Tallahassee,yes,KTLH,TLH,Restrictions,2723
POINT (-54.47340012 -25.73730087),SARI,medium_airport,Cataratas Del Iguazú International Airport,-25.73730087,-54.47340012,916,South America,AR,AR-N,Puerto Iguazu,yes,SARI,IGR,,2724
POINT (-75.2410965 39.87189865),KPHL,large_airport,Philadelphia International Airport,39.87189865,-75.2410965,36,North America,US,US-PA,Philadelphia,yes,KPHL,PHL,Restrictions,2725
POINT (-105.6750031 41.31209946),KLAR,medium_airport,Laramie Regional Airport,41.31209946,-105.6750031,7284,North America,US,US-WY,Laramie,yes,KLAR,LAR,Restrictions,2726
POINT (-90.50749969 41.44850159),KMLI,large_airport,Quad City International Airport,41.44850159,-90.50749969,590,North America,US,US-IL,Moline,yes,KMLI,MLI,Restrictions,2727
POINT (-55.9707 -27.3858),SARP,medium_airport,Libertador Gral D Jose De San Martin Airport,-27.3858,-55.9707,430,South America,AR,AR-N,Posadas,yes,SARP,PSS,,2728
POINT (-88.91590118 40.47710037),KBMI,large_airport,Central Illinois Regional Airport at Bloomington-Normal,40.47710037,-88.91590118,871,North America,US,US-IL,Bloomington/Normal,yes,KBMI,BMI,Restrictions,2729
POINT (-115.1520004 36.08010101),KLAS,large_airport,McCarran International Airport,36.08010101,-115.1520004,2181,North America,US,US-NV,Las Vegas,yes,KLAS,LAS,Restrictions,2730
POINT (-84.42810059 33.63669968),KATL,large_airport,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059,1026,North America,US,US-GA,Atlanta,yes,KATL,ATL,Restrictions,2731
POINT (-65.48619843 -24.8560009),SASA,medium_airport,Martin Miguel De Guemes International Airport,-24.8560009,-65.48619843,4088,South America,AR,AR-A,Salta,yes,SASA,SLA,,2732
POINT (-164.4909973 62.78609848),PAEM,medium_airport,Emmonak Airport,62.78609848,-164.4909973,13,North America,US,US-AK,Emmonak,yes,PAEM,EMK,Restrictions,2733
POINT (-118.4079971 33.94250107),KLAX,large_airport,Los Angeles International Airport,33.94250107,-118.4079971,125,North America,US,US-CA,Los Angeles,yes,KLAX,LAX,Restrictions,2734
POINT (-97.15470123 44.91400146),KATY,medium_airport,Watertown Regional Airport,44.91400146,-97.15470123,1749,North America,US,US-SD,Watertown,yes,KATY,ATY,Restrictions,2735
POINT (-65.09780121 -24.39279938),SASJ,medium_airport,Gobernador Horacio Guzman International Airport,-24.39279938,-65.09780121,3019,South America,AR,AR-Y,San Salvador de Jujuy,yes,SASJ,JUJ,,2736
POINT (-112.012001 33.43429947),KPHX,large_airport,Phoenix Sky Harbor International Airport,33.43429947,-112.012001,1135,North America,US,US-AZ,Phoenix,yes,KPHX,PHX,Restrictions,2737
POINT (-101.822998 33.663601),KLBB,large_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282,North America,US,US-TX,Lubbock,yes,KLBB,LBB,Restrictions,2738
POINT (-83.80780029 41.58679962),KTOL,large_airport,Toledo Express Airport,41.58679962,-83.80780029,683,North America,US,US-OH,Toledo,yes,KTOL,TOL,Restrictions,2739
POINT (-63.79370117 -22.6196003),SAST,medium_airport,General Enrique Mosconi Airport,-22.6196003,-63.79370117,1472,South America,AR,AR-A,Tartagal,yes,SAST,TTG,,2740
POINT (-86.67819977 36.12450027),KBNA,large_airport,Nashville International Airport,36.12450027,-86.67819977,599,North America,US,US-TN,Nashville,yes,KBNA,BNA,Restrictions,2741
POINT (-79.40480042 40.27590179),KLBE,medium_airport,Arnold Palmer Regional Airport,40.27590179,-79.40480042,1199,North America,US,US-PA,Latrobe,yes,KLBE,LBE,Restrictions,2742
POINT (-105.8860016 46.4280014),KMLS,medium_airport,Frank Wiley Field,46.4280014,-105.8860016,2630,North America,US,US-MT,Miles City,yes,KMLS,MLS,Restrictions,2743
POINT (-69.79730225 44.3205986),KAUG,medium_airport,Augusta State Airport,44.3205986,-69.79730225,352,North America,US,US-ME,Augusta,yes,KAUG,AUG,Restrictions,2744
POINT (-82.53320313 27.97550011),KTPA,large_airport,Tampa International Airport,27.97550011,-82.53320313,26,North America,US,US-FL,Tampa,yes,KTPA,TPA,Restrictions,2745
POINT (-92.03769684 32.51089859),KMLU,large_airport,Monroe Regional Airport,32.51089859,-92.03769684,79,North America,US,US-LA,Monroe,yes,KMLU,MLU,Restrictions,2746
POINT (-82.40740204 36.47520065),KTRI,large_airport,Tri Cities Regional Tn Va Airport,36.47520065,-82.40740204,1519,North America,US,US-TN,Bristol/Johnson/Kingsport,yes,KTRI,TRI,Restrictions,2747
POINT (-97.66989899 30.19449997),KAUS,large_airport,Austin Bergstrom International Airport,30.19449997,-97.66989899,542,North America,US,US-TX,Austin,yes,KAUS,AUS,Restrictions,2748
POINT (-88.24279785 30.69120026),KMOB,large_airport,Mobile Regional Airport,30.69120026,-88.24279785,219,North America,US,US-AL,Mobile,yes,KMOB,MOB,Restrictions,2749
POINT (-74.81349945 40.27669907),KTTN,medium_airport,Trenton Mercer Airport,40.27669907,-74.81349945,213,North America,US,US-NJ,Trenton,yes,KTTN,TTN,Restrictions,2750
POINT (-120.9540024 37.62580109),KMOD,medium_airport,Modesto City Co-Harry Sham Field,37.62580109,-120.9540024,97,North America,US,US-CA,Modesto,yes,KMOD,MOD,Restrictions,2751
POINT (-82.54180145 35.43619919),KAVL,large_airport,Asheville Regional Airport,35.43619919,-82.54180145,2165,North America,US,US-NC,Asheville,yes,KAVL,AVL,Restrictions,2752
POINT (-75.7233963 41.33850098),KAVP,medium_airport,Wilkes Barre Scranton International Airport,41.33850098,-75.7233963,962,North America,US,US-PA,Wilkes-Barre/Scranton,yes,KAVP,AVP,Restrictions,2753
POINT (-101.2799988 48.25939941),KMOT,medium_airport,Minot International Airport,48.25939941,-101.2799988,1716,North America,US,US-ND,Minot,yes,KMOT,MOT,Restrictions,2754
POINT (-95.88809967 36.19839859),KTUL,large_airport,Tulsa International Airport,36.19839859,-95.88809967,677,North America,US,US-OK,Tulsa,yes,KTUL,TUL,Restrictions,2755
POINT (-85.55210114 42.23490143),KAZO,medium_airport,Kalamazoo Battle Creek International Airport,42.23490143,-85.55210114,874,North America,US,US-MI,Kalamazoo,yes,KAZO,AZO,Restrictions,2756
POINT (-121.8430023 36.5870018),KMRY,medium_airport,Monterey Peninsula Airport,36.5870018,-121.8430023,257,North America,US,US-CA,Monterey,yes,KMRY,MRY,Restrictions,2757
POINT (-88.76989746 34.26810074),KTUP,medium_airport,Tupelo Regional Airport,34.26810074,-88.76989746,346,North America,US,US-MS,Tupelo,yes,KTUP,TUP,Restrictions,2758
POINT (-72.68319702 41.93889999),KBDL,large_airport,Bradley International Airport,41.93889999,-72.68319702,173,North America,US,US-CT,Hartford,yes,KBDL,BDL,Restrictions,2759
POINT (-87.61019897 34.74530029),KMSL,medium_airport,Northwest Alabama Regional Airport,34.74530029,-87.61019897,551,North America,US,US-AL,Muscle Shoals,yes,KMSL,MSL,Restrictions,2760
POINT (-110.9410019 32.11610031),KTUS,large_airport,Tucson International Airport,32.11610031,-110.9410019,2643,North America,US,US-AZ,Tucson,yes,KTUS,TUS,Restrictions,2761
POINT (-85.5821991 44.74140167),KTVC,medium_airport,Cherry Capital Airport,44.74140167,-85.5821991,624,North America,US,US-MI,Traverse City,yes,KTVC,TVC,Restrictions,2762
POINT (-89.33750153 43.13990021),KMSN,large_airport,Dane County Regional Truax Field,43.13990021,-89.33750153,887,North America,US,US-WI,Madison,yes,KMSN,MSN,Restrictions,2763
POINT (-114.487999 42.48180008),KTWF,medium_airport,Joslin Field Magic Valley Regional Airport,42.48180008,-114.487999,4154,North America,US,US-ID,Twin Falls,yes,KTWF,TWF,Restrictions,2764
POINT (-114.0910034 46.91630173),KMSO,medium_airport,Missoula International Airport,46.91630173,-114.0910034,3206,North America,US,US-MT,Missoula,yes,KMSO,MSO,Restrictions,2765
POINT (-93.99099731 33.45370102),KTXK,medium_airport,Texarkana Regional Webb Field,33.45370102,-93.99099731,390,North America,US,US-AR,Texarkana,yes,KTXK,TXK,Restrictions,2766
POINT (-93.22180176 44.88199997),KMSP,large_airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,44.88199997,-93.22180176,841,North America,US,US-MN,Minneapolis,yes,KMSP,MSP,Restrictions,2767
POINT (-95.40239716 32.35409927),KTYR,medium_airport,Tyler Pounds Regional Airport,32.35409927,-95.40239716,544,North America,US,US-TX,Tyler,yes,KTYR,TYR,Restrictions,2768
POINT (-74.84559631 44.93579865),KMSS,medium_airport,Massena International Richards Field,44.93579865,-74.84559631,215,North America,US,US-NY,Massena,yes,KMSS,MSS,Restrictions,2769
POINT (-96.81580353 46.92070007),KFAR,medium_airport,Hector International Airport,46.92070007,-96.81580353,902,North America,US,US-ND,Fargo,yes,KFAR,FAR,Restrictions,2770
POINT (-83.9940033 35.81100082),KTYS,large_airport,McGhee Tyson Airport,35.81100082,-83.9940033,981,North America,US,US-TN,Knoxville,yes,KTYS,TYS,Restrictions,2771
POINT (-73.12619781 41.16350174),KBDR,medium_airport,Igor I Sikorsky Memorial Airport,41.16350174,-73.12619781,9,North America,US,US-CT,Bridgeport,yes,KBDR,BDR,Restrictions,2772
POINT (-90.25800323 29.99340057),KMSY,large_airport,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,4,North America,US,US-LA,New Orleans,yes,KMSY,MSY,Restrictions,2773
POINT (-91.19460297 39.94269943),KUIN,medium_airport,Quincy Regional Baldwin Field,39.94269943,-91.19460297,768,North America,US,US-IL,Quincy,yes,KUIN,UIN,Restrictions,2774
POINT (-78.64009857 41.80310059),KBFD,medium_airport,Bradford Regional Airport,41.80310059,-78.64009857,2143,North America,US,US-PA,Bradford,yes,KBFD,BFD,Restrictions,2775
POINT (-78.92829895 33.67969894),KMYR,medium_airport,Myrtle Beach International Airport,33.67969894,-78.92829895,25,North America,US,US-SC,Myrtle Beach,yes,KMYR,MYR,Restrictions,2776
POINT (-77.84870148 40.84930038),KUNV,medium_airport,University Park Airport,40.84930038,-77.84870148,1239,North America,US,US-PA,State College,yes,KUNV,SCE,Restrictions,2777
POINT (-114.6060028 32.65660095),KNYL,medium_airport,Yuma MCAS/Yuma International Airport,32.65660095,-114.6060028,213,North America,US,US-AZ,Yuma,yes,KNYL,YUM,Restrictions,2778
POINT (-96.91850281 28.8526001),KVCT,medium_airport,Victoria Regional Airport,28.8526001,-96.91850281,115,North America,US,US-TX,Victoria,yes,KVCT,VCT,Restrictions,2779
POINT (-103.5960007 41.87400055),KBFF,medium_airport,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,3967,North America,US,US-NE,Scottsbluff,yes,KBFF,BFF,Restrictions,2780
POINT (-122.221001 37.721298),KOAK,large_airport,Metropolitan Oakland International Airport,37.721298,-122.221001,9,North America,US,US-CA,Oakland,yes,KOAK,OAK,Restrictions,2781
POINT (-83.27670288 30.78249931),KVLD,medium_airport,Valdosta Regional Airport,30.78249931,-83.27670288,203,North America,US,US-GA,Valdosta,yes,KVLD,VLD,Restrictions,2782
POINT (-122.302002 47.52999878),KBFI,large_airport,Boeing Field King County International Airport,47.52999878,-122.302002,21,North America,US,US-WA,Seattle,yes,KBFI,BFI,Restrictions,2783
POINT (-112.012001 41.19589996),KOGD,medium_airport,Ogden Hinckley Airport,41.19589996,-112.012001,4473,North America,US,US-UT,Ogden,yes,KOGD,OGD,Restrictions,2784
POINT (-86.525398 30.4832),KVPS,large_airport,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,North America,US,US-FL,Valparaiso,yes,KVPS,VPS,Restrictions,2785
POINT (-75.97979736 42.20869827),KBGM,medium_airport,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,1636,North America,US,US-NY,Binghamton,yes,KBGM,BGM,Restrictions,2786
POINT (-97.60070038 35.39310074),KOKC,large_airport,Will Rogers World Airport,35.39310074,-97.60070038,1295,North America,US,US-OK,Oklahoma City,yes,KOKC,OKC,Restrictions,2787
POINT (-107.9509964 43.96569824),KWRL,medium_airport,Worland Municipal Airport,43.96569824,-107.9509964,4227,North America,US,US-WY,Worland,yes,KWRL,WRL,Restrictions,2788
POINT (-68.82810211 44.80739975),KBGR,large_airport,Bangor International Airport,44.80739975,-68.82810211,192,North America,US,US-ME,Bangor,yes,KBGR,BGR,Restrictions,2789
POINT (-95.89409637 41.30319977),KOMA,medium_airport,Eppley Airfield,41.30319977,-95.89409637,984,North America,US,US-NE,Omaha,yes,KOMA,OMA,Restrictions,2790
POINT (-158.6179962 59.2826004),5A8,medium_airport,Aleknagik / New Airport,59.2826004,-158.6179962,66,North America,US,US-AK,Aleknagik,yes,5A8,WKK,Restrictions,2791
POINT (-75.44080353 40.65209961),KABE,medium_airport,Lehigh Valley International Airport,40.65209961,-75.44080353,393,North America,US,US-PA,Allentown,yes,KABE,ABE,Restrictions,2792
POINT (-99.68190002 32.41130066),KABI,medium_airport,Abilene Regional Airport,32.41130066,-99.68190002,1791,North America,US,US-TX,Abilene,yes,KABI,ABI,Restrictions,2793
POINT (-98.42179871 45.44910049),KABR,medium_airport,Aberdeen Regional Airport,45.44910049,-98.42179871,1302,North America,US,US-SD,Aberdeen,yes,KABR,ABR,Restrictions,2794
POINT (-84.19450378 31.53549957),KABY,medium_airport,Southwest Georgia Regional Airport,31.53549957,-84.19450378,197,North America,US,US-GA,Albany,yes,KABY,ABY,Restrictions,2795
POINT (-70.06020355 41.25310135),KACK,medium_airport,Nantucket Memorial Airport,41.25310135,-70.06020355,47,North America,US,US-MA,Nantucket,yes,KACK,ACK,Restrictions,2796
POINT (-97.23049927 31.61129951),KACT,medium_airport,Waco Regional Airport,31.61129951,-97.23049927,516,North America,US,US-TX,Waco,yes,KACT,ACT,Restrictions,2797
POINT (-94.306801 36.281898),KXNA,medium_airport,Northwest Arkansas Regional Airport,36.281898,-94.306801,1287,North America,US,US-AR,Fayetteville/Springdale,yes,KXNA,XNA,Restrictions,2798
POINT (-117.6009979 34.05599976),KONT,large_airport,Ontario International Airport,34.05599976,-117.6009979,944,North America,US,US-CA,Ontario,yes,KONT,ONT,Restrictions,2799
POINT (-68.3615036 44.45000076),KBHB,medium_airport,Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,83,North America,US,US-ME,Bar Harbor,yes,KBHB,BHB,Restrictions,2800
POINT (-120.5439987 46.56819916),KYKM,medium_airport,Yakima Air Terminal McAllister Field,46.56819916,-120.5439987,1099,North America,US,US-WA,Yakima,yes,KYKM,YKM,Restrictions,2801
POINT (-87.90480042 41.97859955),KORD,large_airport,Chicago O'Hare International Airport,41.97859955,-87.90480042,672,North America,US,US-IL,Chicago,yes,KORD,ORD,Restrictions,2802
POINT (-86.75350189 33.56290054),KBHM,large_airport,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,650,North America,US,US-AL,Birmingham,yes,KBHM,BHM,Restrictions,2803
POINT (-75.010597 40.081902),KPNE,medium_airport,Northeast Philadelphia Airport,40.081902,-75.010597,120,North America,US,US-PA,Philadelphia,yes,KPNE,PNE,Restrictions,2804
POINT (-119.7180023 36.77619934),KFAT,medium_airport,Fresno Yosemite International Airport,36.77619934,-119.7180023,336,North America,US,US-CA,Fresno,yes,KFAT,FAT,Restrictions,2805
POINT (-76.20120239 36.89459991),KORF,large_airport,Norfolk International Airport,36.89459991,-76.20120239,26,North America,US,US-VA,Norfolk,yes,KORF,ORF,Restrictions,2806
POINT (-87.18659973 30.47340012),KPNS,medium_airport,Pensacola Regional Airport,30.47340012,-87.18659973,121,North America,US,US-FL,Pensacola,yes,KPNS,PNS,Restrictions,2807
POINT (-78.88030243 34.99119949),KFAY,medium_airport,Fayetteville Regional Grannis Field,34.99119949,-78.88030243,189,North America,US,US-NC,Fayetteville,yes,KFAY,FAY,Restrictions,2808
POINT (-68.0447998 46.68899918),KPQI,medium_airport,Northern Maine Regional Airport at Presque Isle,46.68899918,-68.0447998,534,North America,US,US-ME,Presque Isle,yes,KPQI,PQI,Restrictions,2809
POINT (-67.4655 -45.7853),SAVC,medium_airport,General E. Mosconi Airport,-45.7853,-67.4655,189,South America,AR,AR-U,Comodoro Rivadavia,yes,SAVC,CRD,,2810
POINT (-147.8560028 64.81510162),PAFA,large_airport,Fairbanks International Airport,64.81510162,-147.8560028,439,North America,US,US-AK,Fairbanks,yes,PAFA,FAI,Restrictions,2811
POINT (-100.6839981 41.12620163),KLBF,medium_airport,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777,North America,US,US-NE,North Platte,yes,KLBF,LBF,Restrictions,2812
POINT (-71.13950348 -42.90800095),SAVE,medium_airport,Brigadier Antonio Parodi Airport,-42.90800095,-71.13950348,2621,South America,AR,AR-U,Esquel,yes,SAVE,EQS,,2813
POINT (-89.69329834 40.66419983),KPIA,large_airport,General Wayne A. Downing Peoria International Airport,40.66419983,-89.69329834,660,North America,US,US-IL,Peoria,yes,KPIA,PIA,Restrictions,2814
POINT (-65.2703 -43.2105),SAVT,medium_airport,Almirante Marco Andres Zar Airport,-43.2105,-65.2703,141,South America,AR,AR-U,Rawson,yes,SAVT,REL,,2815
POINT (-100.9599991 37.0442009),KLBL,medium_airport,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,2885,North America,US,US-KS,Liberal,yes,KLBL,LBL,Restrictions,2816
POINT (-116.2229996 43.56439972),KBOI,large_airport,Boise Air Terminal/Gowen field,43.56439972,-116.2229996,2871,North America,US,US-ID,Boise,yes,KBOI,BOI,Restrictions,2817
POINT (-63.0004 -40.8692),SAVV,medium_airport,Gobernador Castello Airport,-40.8692,-63.0004,20,South America,AR,AR-R,Viedma / Carmen de Patagones,yes,SAVV,VDM,,2818
POINT (-93.22329712 30.12610054),KLCH,medium_airport,Lake Charles Regional Airport,30.12610054,-93.22329712,15,North America,US,US-LA,Lake Charles,yes,KLCH,LCH,Restrictions,2819
POINT (-71.00395 42.3761),KBOS,large_airport,General Edward Lawrence Logan International Airport,42.3761,-71.00395,20,North America,US,US-MA,Boston,yes,KBOS,BOS,Restrictions,2820
POINT (-65.1027 -42.7592),SAVY,medium_airport,El Tehuelche Airport,-42.7592,-65.1027,427,South America,AR,AR-U,Puerto Madryn,yes,SAVY,PMY,,2821
POINT (-82.927803 39.813801),KLCK,large_airport,Rickenbacker International Airport,39.813801,-82.927803,744,North America,US,US-OH,Columbus,yes,KLCK,LCK,Restrictions,2822
POINT (-94.02069855 29.95079994),KBPT,medium_airport,Southeast Texas Regional Airport,29.95079994,-94.02069855,15,North America,US,US-TX,Beaumont/Port Arthur,yes,KBPT,BPT,Restrictions,2823
POINT (-72.053101 -50.2803),SAWC,medium_airport,El Calafate Airport,-50.2803,-72.053101,669,South America,AR,AR-Z,El Calafate,yes,SAWC,FTE,,2824
POINT (-72.30419922 43.62609863),KLEB,medium_airport,Lebanon Municipal Airport,43.62609863,-72.30419922,603,North America,US,US-NH,Lebanon,yes,KLEB,LEB,Restrictions,2825
POINT (-81.46649933 31.25880051),KBQK,medium_airport,Brunswick Golden Isles Airport,31.25880051,-81.46649933,26,North America,US,US-GA,Brunswick,yes,KBQK,BQK,Restrictions,2826
POINT (-94.13809967 46.39830017),KBRD,medium_airport,Brainerd Lakes Regional Airport,46.39830017,-94.13809967,1232,North America,US,US-MN,Brainerd,yes,KBRD,BRD,Restrictions,2827
POINT (-91.12550354 40.78319931),KBRL,medium_airport,Southeast Iowa Regional Airport,40.78319931,-91.12550354,698,North America,US,US-IA,Burlington,yes,KBRL,BRL,Restrictions,2828
POINT (-97.42590332 25.90679932),KBRO,medium_airport,Brownsville South Padre Island International Airport,25.90679932,-97.42590332,22,North America,US,US-TX,Brownsville,yes,KBRO,BRO,Restrictions,2829
POINT (-112.4970016 45.95479965),KBTM,medium_airport,Bert Mooney Airport,45.95479965,-112.4970016,5550,North America,US,US-MT,Butte,yes,KBTM,BTM,Restrictions,2830
